地區,大廈名單,最後個案居住日期,相關疑似/確診個案
屯門,香港屯門貝爾特酒店,18/03/2020,193
西貢,大網仔路,18/03/2020,182
西貢,日出康城首都2座,18/03/2020,"205,256"
西貢,廣明苑廣寧閣,18/03/2020,198
沙田,玖瓏山月瓏閣3座,18/03/2020,204
沙田,海栢花園1座,18/03/2020,240
沙田,新港城C座,18/03/2020,191
油尖旺,K11 ARTUS,18/03/2020,209
油尖旺,金巴利道26號,18/03/2020,199
油尖旺,帝國酒店,18/03/2020,200
油尖旺,恆裕閣,18/03/2020,192
油尖旺,凱帆軒3座,18/03/2020,"174,222"
南區,香島道46號,18/03/2020,206
荃灣,翠豐臺5座,18/03/2020,219
深水埗,E 酒店,18/03/2020,190
深水埗,怡閣苑怡泰閣,18/03/2020,221
葵青,葵芳邨葵安樓,18/03/2020,196
灣仔,玫瑰新邨,18/03/2020,216
灣仔,天后廟道70號,18/03/2020,218
灣仔,香港瑞吉酒店,18/03/2020,"230,264"
東區,海景花園金楓閣,19/03/2020,249
中西區,西園永翠閣,19/03/2020,"238,268"
中西區,律打街20號普慶大廈,19/03/2020,245
中西區,康威園,19/03/2020,194
中西區,梅苑,19/03/2020,224
元朗,天瑞邨瑞林樓,19/03/2020,231
西貢,禾塘崗31號,19/03/2020,239
沙田,晉名峰Ｄ座,19/03/2020,253
沙田,馬鞍山中心1座,19/03/2020,252
東區,東霖苑,19/03/2020,237
東區,英皇道 867-881號麗華樓,19/03/2020,250
東區,康怡花園Q座,19/03/2020,269
南區,淺水灣南灣道,19/03/2020,234
南區,麗景園4座,19/03/2020,"203,223"
深水埗,又一村花園第2期,19/03/2020,243
葵青,長康邨康平樓,19/03/2020,233
離島,東堤灣畔5座,19/03/2020,212
灣仔,金櫻閣,19/03/2020,"181,215"
灣仔,雲地利道8號,19/03/2020,247
灣仔,樂活道6號比華利山,19/03/2020,246
灣仔,囍滙3座,19/03/2020,"211,214,230"
中西區,山市街2號順安大廈,20/03/2020,261
中西區,西浦,20/03/2020,267
中西區,麥當勞道24號聚安樓,20/03/2020,265
元朗,天耀一邨耀富樓,20/03/2020,"258,259"
南區,赤柱村道4號,20/03/2020,225
南區,麗景園,20/03/2020,266
荃灣,綠楊新邨C座,20/03/2020,229
黃大仙,譽‧港灣7座,20/03/2020,226
葵青,石蔭東邨蔭恒樓,20/03/2020,263
灣仔,海華苑 1座,20/03/2020,210
九龍城,昌盛金鋪大樓,21/03/2020,262
九龍城,海逸豪園悅濤灣3座,,227
中西區,荷李活道263號彩鴻酒店,,248
屯門,蝴蝶邨蝶心樓,,244
北區,逸峯1座 ,,232
沙田,體院精英運動員宿舍,,254
東區,威景臺,,260
油尖旺,海富苑海嵐閣B座,,273
油尖旺,駿發花園4座,,272
深水埗,美孚新邨1期,,270
離島,映灣園12座,,271
灣仔,英皇駿景酒店,,236
觀塘,觀塘帝盛酒店,,274
大埔,大埔超級城 (非住宅),07/03/2020,124
荃灣,碧堤坊 (非住宅),07/03/2020,"123,129"
中西區,雲咸街73號 (非住宅),07/03/2020,"182,192"
油尖旺,新光商業大廈 (非住宅),08/03/2020,125
沙田,寶福紀念館 (非住宅),08/03/2020,125
油尖旺,旺角新城 (非住宅),08/03/2020,125
油尖旺,新填地街182號 (非住宅),08/03/2020,125
灣仔,波斯富街48號 (非住宅),08/03/2020,134
屯門,美樂花園商塲 (非住宅),08/03/2020,"120,121"
荃灣,陳記商業中心 (非住宅),09/03/2020,123
荃灣,深井村61號 (非住宅),09/03/2020,123
油尖旺,好望角大廈 (非住宅),09/03/2020,125
油尖旺,永隆銀行中心 (非住宅),09/03/2020,125
觀塘,成運工業大廈 (非住宅),09/03/2020,125
觀塘,觀塘廣場 (非住宅),09/03/2020,125
東區,英皇道625號 (非住宅),09/03/2020,134
油尖旺,加連威老道14號 (非住宅),09/03/2020,174
灣仔,中環廣場 (非住宅),09/03/2020,192
屯門,啟豐商場 (非住宅),09/03/2020,"120,121"
觀塘,麗港城商場 (非住宅),09/03/2020,"126,127"
觀塘,大本型 (非住宅),09/03/2020,"67,125"
離島,長洲市政大廈 (非住宅),10/03/2020,123
離島,建新里1-2號 (非住宅),10/03/2020,123
元朗,嘉湖新北江商場 (非住宅),10/03/2020,125
葵青,青怡薈 (非住宅),10/03/2020,142
南區,香葉道41號 (非住宅),10/03/2020,163
南區,One Island South (非住宅),10/03/2020,163
南區,加拿大國際學校 (非住宅),10/03/2020,182
灣仔,時代廣場 (非住宅),10/03/2020,183
中西區,香港大學明華綜合大樓 (非住宅),11/03/2020,132
灣仔,白建時道33號嘉雲臺2座 (非住宅),11/03/2020,137
灣仔,白建時道5號 (非住宅),11/03/2020,137
油尖旺,旺角中心 (非住宅),11/03/2020,142
深水埗,又一城 (非住宅),11/03/2020,183
大埔,富亨商場 (非住宅),11/03/2020,"119,124,140"
灣仔,香港港安醫院 (非住宅),11/03/2020,"147,148"
黃大仙,Mikiki (非住宅),12/03/2020,155
屯門,兆麟苑商場 (非住宅),12/03/2020,161
葵青,香港佛羅倫斯小鎮 (非住宅),12/03/2020,163
油尖旺,格蘭中心 (非住宅),12/03/2020,"142,195"
葵青,翠怡商場 (非住宅),13/03/2020,142
中西區,廣基工廠大廈 (非住宅),13/03/2020,146
油尖旺,九龍清真寺 (非住宅),13/03/2020,151
深水埗,金百盛中心 (非住宅),13/03/2020,153
九龍城,壹號茗薈 (非住宅),13/03/2020,155
油尖旺,九龍站機場快綫站 (非住宅),13/03/2020,162
中西區,太古廣場 (非住宅),13/03/2020,182
西貢,沙咀街13 號 (非住宅),13/03/2020,182
灣仔,星域軒 (非住宅),13/03/2020,182
灣仔,聖佛蘭士街 (非住宅),13/03/2020,183
中西區,皇后大道中15號 (非住宅),13/03/2020,211
灣仔,入境事務大樓 (非住宅),13/03/2020,211
灣仔,皇后大道東183號 (非住宅),13/03/2020,211
灣仔,皇后大道東200號 (非住宅),13/03/2020,211
中西區,砵典乍街45號 (非住宅),13/03/2020,217
西貢,牛奶公司購物中心 (非住宅),13/03/2020,239
灣仔,合和中心 (非住宅),13/03/2020,"101,156,168"
中西區,雲咸街63號 (非住宅),13/03/2020,"191,217"
中西區,些利街2-4號 (非住宅),13/03/2020,"191,217,250"
中西區,德己立街44號 (非住宅),13/03/2020,"191,217,250"
灣仔,養和醫院 (非住宅),13/03/2020,"76,85,91,110,139,147,148"
灣仔,灣景國際 (非住宅),14/03/2020,144
南區,成都道2號平安樓 (非住宅),14/03/2020,149
九龍城,潮樓 (非住宅),14/03/2020,154
灣仔,頂旺大廈 (非住宅),14/03/2020,169
中西區,大舞臺 (非住宅),14/03/2020,170
屯門,金銘大廈 (非住宅),14/03/2020,170
屯門,豫豐花園 (非住宅),14/03/2020,170
屯門,藍地大街1號 (非住宅),14/03/2020,170
荃灣,帝景酒店 (非住宅),14/03/2020,170
西貢,普通道10A-C號 (非住宅),14/03/2020,182
中西區,渣打銀行大廈 (非住宅),14/03/2020,194
中西區,閣麟街37-43號 (非住宅),14/03/2020,217
中西區,德己立街20A號 (非住宅),14/03/2020,217
油尖旺,喜利大廈 (非住宅),14/03/2020,250
油尖旺,樂道 23號 (非住宅),14/03/2020,250
離島,香港愉景灣酒店 (非住宅),14/03/2020,"191,233,237,253,258,259"
屯門,海珠路2號 (非住宅),15/03/2020,152
北區,華明邨禮明樓 (非住宅),15/03/2020,155
油尖旺,新填地街78-86號金山樓 (非住宅),15/03/2020,159
屯門,屯門市廣場 (非住宅),15/03/2020,161
屯門,屯門時代廣場 (非住宅),15/03/2020,161
灣仔,大王東街14號 (非住宅),15/03/2020,169
東區,富怡花園 (非住宅),15/03/2020,170
沙田,沙田萬怡酒店 (非住宅),15/03/2020,171
沙田,銀禧薈 (非住宅),15/03/2020,172
深水埗,基隆街225號 (非住宅),15/03/2020,191
深水埗,荔枝角道323號 (非住宅),15/03/2020,191
中西區,印刷行 (非住宅),15/03/2020,194
中西區,中國工商銀行大廈 (非住宅),15/03/2020,195
油尖旺,香港朗廷酒店 (非住宅),15/03/2020,195
灣仔,星街9號 (非住宅),15/03/2020,195
灣仔,新風大廈 (非住宅),15/03/2020,195
中西區,雲咸街46號 (非住宅),15/03/2020,217
中西區,雲咸街60號 (非住宅),15/03/2020,217
中西區,蘭桂坊5號 (非住宅),15/03/2020,217
中西區,香港商業中心 (非住宅),15/03/2020,250
中西區,香港JW萬豪酒店 (非住宅),15/03/2020,"85,101,104,156"
油尖旺,新寶廣場 (非住宅),16/03/2020,159
油尖旺,彌敦道363號恒成大廈 (非住宅),16/03/2020,159
油尖旺,彌敦道337-339號金滿樓 (非住宅),16/03/2020,159
南區,赤柱廣場 (非住宅),16/03/2020,160
中西區,海富中心第1期 (非住宅),16/03/2020,161
灣仔,永豐大廈 (非住宅),16/03/2020,169
沙田,御龍山商場 (非住宅),16/03/2020,172
油尖旺,香港凱莉山學校 (非住宅),16/03/2020,174
中西區,中央廣場 (非住宅),16/03/2020,195
中西區,建業榮基中心 (非住宅),16/03/2020,195
中西區,歌賦街21號 (非住宅),16/03/2020,195
中西區,永德商業中心 (非住宅),16/03/2020,208
油尖旺,香港凱莉山學校 (非住宅),16/03/2020,243
東區,友邦廣場 (非住宅),16/03/2020,250
東區,健康邨第二期 (非住宅),16/03/2020,250
中西區,華明中心 (非住宅),16/03/2020,251
屯門,香港黃金海岸酒店 (非住宅),16/03/2020,253
中西區,恒輝大廈 (非住宅),16/03/2020,261
觀塘,天輝工業大廈 (非住宅),16/03/2020,262
荃灣,榮豐工業大廈 (非住宅),16/03/2020,263
中西區,南島商業大廈 (非住宅),16/03/2020,"177,178"
中西區,銀禧大廈 (非住宅),16/03/2020,"177,178"
中西區,世紀廣場 (非住宅),16/03/2020,"184,195"
中西區,加州大廈 (非住宅),16/03/2020,"195,199"
沙田,希爾頓中心 (非住宅),17/03/2020,172
觀塘,藍田(南)體育館 (非住宅),17/03/2020,200
西貢,將軍澳中心 (非住宅),17/03/2020,205
中西區,太子大廈 (非住宅),17/03/2020,206
中西區,德輔道西33號 (非住宅),17/03/2020,208
荃灣,嘉新大廈 (非住宅),17/03/2020,229
葵青,葵德工業中心1座 (非住宅),17/03/2020,229
觀塘,絲寶國際大廈 (非住宅),17/03/2020,233
東區,西灣河街市 (非住宅),17/03/2020,237
灣仔,職業訓練局 (非住宅),17/03/2020,237
荃灣,眾安街8號 (非住宅),17/03/2020,253
沙田,中建電訊大廈 (非住宅),17/03/2020,"191,217"
九龍城,香港浸信會醫院 (非住宅),17/03/2020,"195,243"
屯門,V city  (非住宅),18/03/2020,193
油尖旺,界限街二號體育館 (非住宅),18/03/2020,200
元朗,元朗分區警署 (非住宅),18/03/2020,201
中西區,告羅士打大廈 (非住宅),18/03/2020,206
沙田,積富街89號 (非住宅),18/03/2020,253
中西區,中國銀行大廈 (非住宅),18/03/2020,"106,183,204"
東區,科匯中心 (非住宅),19/03/2020,229
元朗,天水購物中心 (非住宅),19/03/2020,231
西貢,明德商場 (非住宅),19/03/2020,256
葵青,石蔭商場 (非住宅),20/03/2020,263
中西區,荷李活道 97號 (非住宅),20/03/2020,266
