更新日期,更新時間,中國內地,報告/確診個案數目,死亡個案,備註
15/02/2020,18:00,湖南省,1001,2,
15/02/2020,18:00,四川省,470,1,
15/02/2020,18:00,甘肅省,90,2,
15/02/2020,18:00,黑龍江省,425,11,
15/02/2020,18:00,江西省,913,1,
15/02/2020,18:00,廣東省,1294,2,
15/02/2020,18:00,貴州省,143,1,
15/02/2020,18:00,上海巿,326,1,
15/02/2020,18:00,山東省,532,2,
15/02/2020,18:00,廣西壯族自治區,235,2,
15/02/2020,18:00,雲南省,168,0,
15/02/2020,18:00,內蒙古自治區,68,0,
15/02/2020,18:00,浙江省,1162,0,
15/02/2020,18:00,河南省,1212,13,
15/02/2020,18:00,河北省,291,3,
15/02/2020,18:00,海南省,162,4,
15/02/2020,18:00,吉林省,88,1,
15/02/2020,18:00,山西省,127,0,
15/02/2020,18:00,寧夏回族自治區,70,0,
15/02/2020,18:00,江蘇省,604,0,
15/02/2020,18:00,新疆自治區,70,1,
15/02/2020,18:00,青海省,18,0,
15/02/2020,18:00,西藏自治區,1,0,
15/02/2020,23:59,湖北省,56249,1596,
16/02/2020,9:00,北京巿,375,4,
16/02/2020,9:00,遼寧省,119,1,
16/02/2020,9:00,安徽省,950,6,
16/02/2020,9:00,重慶巿,544,5,
16/02/2020,9:00,陝西省,232,0,
16/02/2020,9:00,天津巿,122,3,
16/02/2020,9:00,福建省,287,0,
16/02/2020,9:00,湖南省,1001,2,
16/02/2020,9:00,四川省,481,1,
16/02/2020,9:00,甘肅省,90,2,
16/02/2020,9:00,黑龍江省,445,11,
16/02/2020,9:00,江西省,913,1,
16/02/2020,9:00,廣東省,1316,2,
16/02/2020,9:00,貴州省,143,1,
16/02/2020,9:00,上海巿,328,1,
16/02/2020,9:00,山東省,537,2,
16/02/2020,9:00,廣西壯族自治區,237,2,
16/02/2020,9:00,雲南省,168,0,
16/02/2020,9:00,內蒙古自治區,68,0,
16/02/2020,9:00,浙江省,1162,0,
16/02/2020,9:00,河南省,1231,13,
16/02/2020,9:00,河北省,300,3,
16/02/2020,9:00,海南省,162,4,
16/02/2020,9:00,吉林省,89,1,
16/02/2020,9:00,山西省,128,0,
16/02/2020,9:00,寧夏回族自治區,70,0,
16/02/2020,9:00,江蘇省,604,0,
16/02/2020,9:00,新疆自治區,70,1,
16/02/2020,9:00,青海省,18,0,
16/02/2020,9:00,西藏自治區,1,0,
16/02/2020,18:00,北京巿,380,4,
16/02/2020,18:00,遼寧省,120,1,
16/02/2020,18:00,安徽省,962,6,
16/02/2020,18:00,重慶巿,547,5,
16/02/2020,18:00,陝西省,236,0,
16/02/2020,18:00,天津巿,124,3,
16/02/2020,18:00,福建省,287,0,
16/02/2020,18:00,湖南省,1004,3,
16/02/2020,18:00,四川省,481,3,
16/02/2020,18:00,甘肅省,90,2,
16/02/2020,18:00,黑龍江省,445,11,
16/02/2020,18:00,江西省,925,1,
16/02/2020,18:00,廣東省,1316,2,
16/02/2020,18:00,貴州省,144,1,
16/02/2020,18:00,上海巿,328,1,
16/02/2020,18:00,山東省,537,2,
16/02/2020,18:00,廣西壯族自治區,237,2,
16/02/2020,18:00,雲南省,171,0,
16/02/2020,18:00,內蒙古自治區,70,0,
16/02/2020,18:00,浙江省,1167,0,
16/02/2020,18:00,河南省,1231,13,
16/02/2020,18:00,河北省,300,3,
16/02/2020,18:00,海南省,162,4,
16/02/2020,18:00,吉林省,89,1,
16/02/2020,18:00,山西省,128,0,
16/02/2020,18:00,寧夏回族自治區,70,0,
16/02/2020,18:00,江蘇省,617,0,
16/02/2020,18:00,新疆自治區,71,1,
16/02/2020,18:00,青海省,18,0,
16/02/2020,18:00,西藏自治區,1,0,
16/02/2020,23:59,湖北省,58182,1696,
17/02/2020,9:00,北京巿,381,4,
17/02/2020,9:00,遼寧省,121,1,
17/02/2020,9:00,安徽省,973,6,
17/02/2020,9:00,重慶巿,551,5,
17/02/2020,9:00,陝西省,236,0,
17/02/2020,9:00,天津巿,124,3,
17/02/2020,9:00,福建省,290,0,
17/02/2020,9:00,湖南省,1006,3,
17/02/2020,9:00,四川省,495,3,
17/02/2020,9:00,甘肅省,90,2,
17/02/2020,9:00,黑龍江省,447,11,
17/02/2020,9:00,江西省,925,1,
17/02/2020,9:00,廣東省,1322,4,
17/02/2020,9:00,貴州省,144,1,
17/02/2020,9:00,上海巿,331,1,
17/02/2020,9:00,山東省,541,2,
17/02/2020,9:00,廣西壯族自治區,238,2,
17/02/2020,9:00,雲南省,171,0,
17/02/2020,9:00,內蒙古自治區,70,0,
17/02/2020,9:00,浙江省,1167,0,
17/02/2020,9:00,河南省,1246,16,
17/02/2020,9:00,河北省,301,3,
17/02/2020,9:00,海南省,162,4,
17/02/2020,9:00,吉林省,89,1,
17/02/2020,9:00,山西省,129,0,
17/02/2020,9:00,寧夏回族自治區,70,0,
17/02/2020,9:00,江蘇省,617,0,
17/02/2020,9:00,新疆自治區,71,1,
17/02/2020,9:00,青海省,18,0,
17/02/2020,9:00,西藏自治區,1,0,
17/02/2020,18:00,北京巿,381,4,
17/02/2020,18:00,遼寧省,121,1,
17/02/2020,18:00,安徽省,973,6,
17/02/2020,18:00,重慶巿,552,5,
17/02/2020,18:00,陝西省,240,0,
17/02/2020,18:00,天津巿,125,3,
17/02/2020,18:00,福建省,290,0,
17/02/2020,18:00,湖南省,1006,3,
17/02/2020,18:00,四川省,495,3,
17/02/2020,18:00,甘肅省,90,2,
17/02/2020,18:00,黑龍江省,457,11,
17/02/2020,18:00,江西省,930,1,
17/02/2020,18:00,廣東省,1322,4,
17/02/2020,18:00,貴州省,146,1,
17/02/2020,18:00,上海巿,332,1,
17/02/2020,18:00,山東省,541,2,
17/02/2020,18:00,廣西壯族自治區,238,2,
17/02/2020,18:00,雲南省,171,0,
17/02/2020,18:00,內蒙古自治區,72,0,
17/02/2020,18:00,浙江省,1171,0,
17/02/2020,18:00,河南省,1246,16,
17/02/2020,18:00,河北省,301,3,
17/02/2020,18:00,海南省,163,4,
17/02/2020,18:00,吉林省,89,1,
17/02/2020,18:00,山西省,129,0,
17/02/2020,18:00,寧夏回族自治區,70,0,
17/02/2020,18:00,江蘇省,626,0,
17/02/2020,18:00,新疆自治區,75,1,
17/02/2020,18:00,青海省,18,0,
17/02/2020,18:00,西藏自治區,1,0,
17/02/2020,23:59,湖北省,59989,1789,
18/02/2020,9:00,北京巿,381,4,
18/02/2020,9:00,遼寧省,121,1,
18/02/2020,9:00,安徽省,982,6,
18/02/2020,9:00,重慶巿,553,5,
18/02/2020,9:00,陝西省,240,0,
18/02/2020,9:00,天津巿,125,3,
18/02/2020,9:00,福建省,292,0,
18/02/2020,9:00,湖南省,1007,4,
18/02/2020,9:00,四川省,508,3,
18/02/2020,9:00,甘肅省,91,2,
18/02/2020,9:00,黑龍江省,464,11,
18/02/2020,9:00,江西省,930,1,
18/02/2020,9:00,廣東省,1328,4,
18/02/2020,9:00,貴州省,146,1,
18/02/2020,9:00,上海巿,333,1,
18/02/2020,9:00,山東省,543,2,
18/02/2020,9:00,廣西壯族自治區,242,2,
18/02/2020,9:00,雲南省,171,0,
18/02/2020,9:00,內蒙古自治區,72,0,
18/02/2020,9:00,浙江省,1172,0,
18/02/2020,9:00,河南省,1257,19,
18/02/2020,9:00,河北省,302,4,
18/02/2020,9:00,海南省,163,4,
18/02/2020,9:00,吉林省,89,1,
18/02/2020,9:00,山西省,130,0,
18/02/2020,9:00,寧夏回族自治區,70,0,
18/02/2020,9:00,江蘇省,629,0,
18/02/2020,9:00,新疆自治區,76,1,
18/02/2020,9:00,青海省,18,0,
18/02/2020,9:00,西藏自治區,1,0,
18/02/2020,18:00,北京巿,387,4,
18/02/2020,18:00,遼寧省,121,1,
18/02/2020,18:00,安徽省,982,6,
18/02/2020,18:00,重慶巿,553,5,
18/02/2020,18:00,陝西省,240,0,
18/02/2020,18:00,天津巿,127,3,
18/02/2020,18:00,福建省,292,0,
18/02/2020,18:00,湖南省,1007,4,
18/02/2020,18:00,四川省,508,3,
18/02/2020,18:00,甘肅省,91,2,
18/02/2020,18:00,黑龍江省,464,11,
18/02/2020,18:00,江西省,933,1,
18/02/2020,18:00,廣東省,1328,4,
18/02/2020,18:00,貴州省,146,1,
18/02/2020,18:00,上海巿,333,1,
18/02/2020,18:00,山東省,543,2,
18/02/2020,18:00,廣西壯族自治區,242,2,
18/02/2020,18:00,雲南省,172,0,
18/02/2020,18:00,內蒙古自治區,73,0,
18/02/2020,18:00,浙江省,1172,0,
18/02/2020,18:00,河南省,1257,19,
18/02/2020,18:00,河北省,302,4,
18/02/2020,18:00,海南省,163,4,
18/02/2020,18:00,吉林省,89,1,
18/02/2020,18:00,山西省,130,0,
18/02/2020,18:00,寧夏回族自治區,70,0,
18/02/2020,18:00,江蘇省,629,0,
18/02/2020,18:00,新疆自治區,76,1,
18/02/2020,18:00,青海省,18,0,
18/02/2020,18:00,西藏自治區,1,0,
18/02/2020,23:59,湖北省,61682,1921,
19/02/2020,9:00,北京巿,387,4,
19/02/2020,9:00,遼寧省,121,1,
19/02/2020,9:00,安徽省,982,6,
19/02/2020,9:00,重慶巿,555,5,
19/02/2020,9:00,陝西省,240,0,
19/02/2020,9:00,天津巿,128,3,
19/02/2020,9:00,福建省,292,0,
19/02/2020,9:00,湖南省,1007,4,
19/02/2020,9:00,四川省,508,3,
19/02/2020,9:00,甘肅省,91,2,
19/02/2020,9:00,黑龍江省,464,11,
19/02/2020,9:00,江西省,933,1,
19/02/2020,9:00,廣東省,1331,5,
19/02/2020,9:00,貴州省,146,2,
19/02/2020,9:00,上海巿,333,1,
19/02/2020,9:00,山東省,543,3,
19/02/2020,9:00,廣西壯族自治區,242,2,
19/02/2020,9:00,雲南省,172,0,
19/02/2020,9:00,內蒙古自治區,73,0,
19/02/2020,9:00,浙江省,1172,0,
19/02/2020,9:00,河南省,1257,19,
19/02/2020,9:00,河北省,306,4,
19/02/2020,9:00,海南省,163,4,
19/02/2020,9:00,吉林省,89,1,
19/02/2020,9:00,山西省,131,0,
19/02/2020,9:00,寧夏回族自治區,70,0,
19/02/2020,9:00,江蘇省,629,0,
19/02/2020,9:00,新疆自治區,76,1,
19/02/2020,9:00,青海省,18,0,
19/02/2020,9:00,西藏自治區,1,1,
19/02/2020,18:00,北京巿,393,4,
19/02/2020,18:00,遼寧省,121,1,
19/02/2020,18:00,安徽省,986,6,
19/02/2020,18:00,重慶巿,555,5,
19/02/2020,18:00,陝西省,242,0,
19/02/2020,18:00,天津巿,128,3,
19/02/2020,18:00,福建省,293,0,
19/02/2020,18:00,湖南省,1008,4,
19/02/2020,18:00,四川省,514,3,
19/02/2020,18:00,甘肅省,91,2,
19/02/2020,18:00,黑龍江省,470,12,
19/02/2020,18:00,江西省,934,1,
19/02/2020,18:00,廣東省,1331,5,
19/02/2020,18:00,貴州省,146,2,
19/02/2020,18:00,上海巿,333,2,
19/02/2020,18:00,山東省,544,3,
19/02/2020,18:00,廣西壯族自治區,244,2,
19/02/2020,18:00,雲南省,173,1,
19/02/2020,18:00,內蒙古自治區,75,0,
19/02/2020,18:00,浙江省,1174,0,
19/02/2020,18:00,河南省,1262,19,
19/02/2020,18:00,河北省,306,4,
19/02/2020,18:00,海南省,163,4,
19/02/2020,18:00,吉林省,90,1,
19/02/2020,18:00,山西省,131,0,
19/02/2020,18:00,寧夏回族自治區,71,0,
19/02/2020,18:00,江蘇省,631,0,
19/02/2020,18:00,新疆自治區,76,1,
19/02/2020,18:00,青海省,18,0,
19/02/2020,18:00,西藏自治區,1,0,
19/02/2020,23:59,湖北省,62031,2029,
20/02/2020,9:00,北京巿,393,4,
20/02/2020,9:00,遼寧省,121,1,
20/02/2020,9:00,安徽省,986,6,
20/02/2020,9:00,重慶巿,560,5,
20/02/2020,9:00,陝西省,242,0,
20/02/2020,9:00,天津巿,130,3,
20/02/2020,9:00,福建省,293,0,
20/02/2020,9:00,湖南省,1008,4,
20/02/2020,9:00,四川省,514,3,
20/02/2020,9:00,甘肅省,91,2,
20/02/2020,9:00,黑龍江省,476,12,
20/02/2020,9:00,江西省,934,1,
20/02/2020,9:00,廣東省,1332,5,
20/02/2020,9:00,貴州省,146,2,
20/02/2020,9:00,上海巿,333,2,
20/02/2020,9:00,山東省,544,3,
20/02/2020,9:00,廣西壯族自治區,245,2,
20/02/2020,9:00,雲南省,173,1,
20/02/2020,9:00,內蒙古自治區,75,0,
20/02/2020,9:00,浙江省,1174,0,
20/02/2020,9:00,河南省,1262,19,
20/02/2020,9:00,河北省,307,5,
20/02/2020,9:00,海南省,168,4,
20/02/2020,9:00,吉林省,90,1,
20/02/2020,9:00,山西省,131,0,
20/02/2020,9:00,寧夏回族自治區,71,0,
20/02/2020,9:00,江蘇省,631,0,
20/02/2020,9:00,新疆自治區,76,1,
20/02/2020,9:00,青海省,18,0,
20/02/2020,9:00,西藏自治區,1,0,
20/02/2020,18:00,北京巿,395,4,
20/02/2020,18:00,遼寧省,121,1,
20/02/2020,18:00,安徽省,987,6,
20/02/2020,18:00,重慶巿,560,5,
20/02/2020,18:00,陝西省,245,1,
20/02/2020,18:00,天津巿,130,3,
20/02/2020,18:00,福建省,293,1,
20/02/2020,18:00,湖南省,1010,4,
20/02/2020,18:00,四川省,520,3,
20/02/2020,18:00,甘肅省,91,2,
20/02/2020,18:00,黑龍江省,476,12,
20/02/2020,18:00,江西省,934,1,
20/02/2020,18:00,廣東省,1332,5,
20/02/2020,18:00,貴州省,146,2,
20/02/2020,18:00,上海巿,334,2,
20/02/2020,18:00,山東省,546,4,
20/02/2020,18:00,廣西壯族自治區,245,2,
20/02/2020,18:00,雲南省,173,1,
20/02/2020,18:00,內蒙古自治區,75,0,
20/02/2020,18:00,浙江省,1175,0,
20/02/2020,18:00,河南省,1265,19,
20/02/2020,18:00,河北省,307,5,
20/02/2020,18:00,海南省,168,4,
20/02/2020,18:00,吉林省,91,1,
20/02/2020,18:00,山西省,131,0,
20/02/2020,18:00,寧夏回族自治區,71,0,
20/02/2020,18:00,江蘇省,631,0,
20/02/2020,18:00,新疆自治區,76,1,
20/02/2020,18:00,青海省,18,0,
20/02/2020,18:00,西藏自治區,1,0,
20/02/2020,23:59,湖北省,62662,2144,
21/02/2020,9:00,北京巿,395,4,
21/02/2020,9:00,遼寧省,121,1,
21/02/2020,9:00,安徽省,987,6,
21/02/2020,9:00,重慶巿,567,6,
21/02/2020,9:00,陝西省,245,1,
21/02/2020,9:00,天津巿,131,3,
21/02/2020,9:00,福建省,293,1,
21/02/2020,9:00,湖南省,1010,4,
21/02/2020,9:00,四川省,520,3,
21/02/2020,9:00,甘肅省,91,2,
21/02/2020,9:00,黑龍江省,479,12,
21/02/2020,9:00,江西省,934,1,
21/02/2020,9:00,廣東省,1332,5,
21/02/2020,9:00,貴州省,146,2,
21/02/2020,9:00,上海巿,334,2,
21/02/2020,9:00,山東省,546,4,
21/02/2020,9:00,廣西壯族自治區,246,2,
21/02/2020,9:00,雲南省,174,2,
21/02/2020,9:00,內蒙古自治區,75,0,
21/02/2020,9:00,浙江省,1175,1,
21/02/2020,9:00,河南省,1267,19,
21/02/2020,9:00,河北省,308,5,
21/02/2020,9:00,海南省,168,4,
21/02/2020,9:00,吉林省,91,1,
21/02/2020,9:00,山西省,132,0,
21/02/2020,9:00,寧夏回族自治區,71,0,
21/02/2020,9:00,江蘇省,631,0,
21/02/2020,9:00,新疆自治區,76,1,
21/02/2020,9:00,青海省,18,0,
21/02/2020,9:00,西藏自治區,1,0,
21/02/2020,18:00,北京巿,396,4,
21/02/2020,18:00,遼寧省,121,1,
21/02/2020,18:00,安徽省,988,6,
21/02/2020,18:00,重慶巿,567,6,
21/02/2020,18:00,陝西省,245,1,
21/02/2020,18:00,天津巿,132,3,
21/02/2020,18:00,福建省,293,1,
21/02/2020,18:00,湖南省,1011,4,
21/02/2020,18:00,四川省,525,3,
21/02/2020,18:00,甘肅省,91,2,
21/02/2020,18:00,黑龍江省,479,12,
21/02/2020,18:00,江西省,934,1,
21/02/2020,18:00,廣東省,1333,5,
21/02/2020,18:00,貴州省,146,2,
21/02/2020,18:00,上海巿,334,2,
21/02/2020,18:00,山東省,749,4,
21/02/2020,18:00,廣西壯族自治區,246,2,
21/02/2020,18:00,雲南省,174,2,
21/02/2020,18:00,內蒙古自治區,75,0,
21/02/2020,18:00,浙江省,1203,1,
21/02/2020,18:00,河南省,1267,19,
21/02/2020,18:00,河北省,308,5,
21/02/2020,18:00,海南省,168,4,
21/02/2020,18:00,吉林省,91,1,
21/02/2020,18:00,山西省,132,0,
21/02/2020,18:00,寧夏回族自治區,71,0,
21/02/2020,18:00,江蘇省,631,0,
21/02/2020,18:00,新疆自治區,76,1,
21/02/2020,18:00,青海省,18,0,
21/02/2020,18:00,西藏自治區,1,0,
21/02/2020,23:59,湖北省,63454,2250,
22/02/2020,9:00,北京巿,399,4,
22/02/2020,9:00,遼寧省,121,1,
22/02/2020,9:00,安徽省,989,6,
22/02/2020,9:00,重慶巿,572,6,
22/02/2020,9:00,陝西省,245,1,
22/02/2020,9:00,天津巿,133,3,
22/02/2020,9:00,福建省,293,1,
22/02/2020,9:00,湖南省,1013,4,
22/02/2020,9:00,四川省,526,3,
22/02/2020,9:00,甘肅省,91,2,
22/02/2020,9:00,黑龍江省,479,12,
22/02/2020,9:00,江西省,934,1,
22/02/2020,9:00,廣東省,1339,5,
22/02/2020,9:00,貴州省,146,2,
22/02/2020,9:00,上海巿,334,3,
22/02/2020,9:00,山東省,750,4,
22/02/2020,9:00,廣西壯族自治區,249,2,
22/02/2020,9:00,雲南省,174,2,
22/02/2020,9:00,內蒙古自治區,75,0,
22/02/2020,9:00,浙江省,1205,1,
22/02/2020,9:00,河南省,1270,19,
22/02/2020,9:00,河北省,309,6,
22/02/2020,9:00,海南省,168,4,
22/02/2020,9:00,吉林省,91,1,
22/02/2020,9:00,山西省,132,0,
22/02/2020,9:00,寧夏回族自治區,71,0,
22/02/2020,9:00,江蘇省,631,0,
22/02/2020,9:00,新疆自治區,76,2,
22/02/2020,9:00,青海省,18,0,
22/02/2020,9:00,西藏自治區,1,0,
22/02/2020,18:00,北京巿,399,4,
22/02/2020,18:00,遼寧省,121,1,
22/02/2020,18:00,安徽省,989,6,
22/02/2020,18:00,重慶巿,572,6,
22/02/2020,18:00,陝西省,245,1,
22/02/2020,18:00,天津巿,135,3,
22/02/2020,18:00,福建省,293,1,
22/02/2020,18:00,湖南省,1013,4,
22/02/2020,18:00,四川省,526,3,
22/02/2020,18:00,甘肅省,91,2,
22/02/2020,18:00,黑龍江省,479,12,
22/02/2020,18:00,江西省,934,1,
22/02/2020,18:00,廣東省,1339,5,
22/02/2020,18:00,貴州省,146,2,
22/02/2020,18:00,上海巿,335,3,
22/02/2020,18:00,山東省,750,4,
22/02/2020,18:00,廣西壯族自治區,249,2,
22/02/2020,18:00,雲南省,174,2,
22/02/2020,18:00,內蒙古自治區,75,0,
22/02/2020,18:00,浙江省,1205,1,
22/02/2020,18:00,河南省,1270,19,
22/02/2020,18:00,河北省,309,6,
22/02/2020,18:00,海南省,168,4,
22/02/2020,18:00,吉林省,91,1,
22/02/2020,18:00,山西省,132,0,
22/02/2020,18:00,寧夏回族自治區,71,0,
22/02/2020,18:00,江蘇省,631,0,
22/02/2020,18:00,新疆自治區,76,2,
22/02/2020,18:00,青海省,18,0,
22/02/2020,18:00,西藏自治區,1,0,
22/02/2020,23:59,湖北省,64084,2346,
23/02/2020,9:00,北京巿,399,4,
23/02/2020,9:00,遼寧省,121,1,
23/02/2020,9:00,安徽省,989,6,
23/02/2020,9:00,重慶巿,573,6,
23/02/2020,9:00,陝西省,245,1,
23/02/2020,9:00,天津巿,135,3,
23/02/2020,9:00,福建省,293,1,
23/02/2020,9:00,湖南省,1013,4,
23/02/2020,9:00,四川省,526,3,
23/02/2020,9:00,甘肅省,91,2,
23/02/2020,9:00,黑龍江省,479,12,
23/02/2020,9:00,江西省,934,1,
23/02/2020,9:00,廣東省,1342,5,
23/02/2020,9:00,貴州省,146,2,
23/02/2020,9:00,上海巿,335,3,
23/02/2020,9:00,山東省,750,4,
23/02/2020,9:00,廣西壯族自治區,249,2,
23/02/2020,9:00,雲南省,174,2,
23/02/2020,9:00,內蒙古自治區,75,0,
23/02/2020,9:00,浙江省,1205,1,
23/02/2020,9:00,河南省,1270,19,
23/02/2020,9:00,河北省,311,6,
23/02/2020,9:00,海南省,168,4,
23/02/2020,9:00,吉林省,91,1,
23/02/2020,9:00,山西省,132,0,
23/02/2020,9:00,寧夏回族自治區,71,0,
23/02/2020,9:00,江蘇省,631,0,
23/02/2020,9:00,新疆自治區,76,2,
23/02/2020,9:00,青海省,18,0,
23/02/2020,9:00,西藏自治區,1,0,
23/02/2020,18:00,北京巿,399,4,
23/02/2020,18:00,遼寧省,121,1,
23/02/2020,18:00,安徽省,989,6,
23/02/2020,18:00,重慶巿,573,6,
23/02/2020,18:00,陝西省,245,1,
23/02/2020,18:00,天津巿,135,3,
23/02/2020,18:00,福建省,293,1,
23/02/2020,18:00,湖南省,1016,4,
23/02/2020,18:00,四川省,526,3,
23/02/2020,18:00,甘肅省,91,2,
23/02/2020,18:00,黑龍江省,480,12,
23/02/2020,18:00,江西省,934,1,
23/02/2020,18:00,廣東省,1342,6,
23/02/2020,18:00,貴州省,146,2,
23/02/2020,18:00,上海巿,335,3,
23/02/2020,18:00,山東省,754,4,
23/02/2020,18:00,廣西壯族自治區,249,2,
23/02/2020,18:00,雲南省,174,2,
23/02/2020,18:00,內蒙古自治區,75,0,
23/02/2020,18:00,浙江省,1205,1,
23/02/2020,18:00,河南省,1271,19,
23/02/2020,18:00,河北省,311,6,
23/02/2020,18:00,海南省,168,4,
23/02/2020,18:00,吉林省,91,1,
23/02/2020,18:00,山西省,132,0,
23/02/2020,18:00,寧夏回族自治區,71,0,
23/02/2020,18:00,江蘇省,631,0,
23/02/2020,18:00,新疆自治區,76,2,
23/02/2020,18:00,青海省,18,0,
23/02/2020,18:00,西藏自治區,1,0,
23/02/2020,23:59,湖北省,64287,2495,
24/02/2020,9:00,北京巿,399,4,
24/02/2020,9:00,遼寧省,121,1,
24/02/2020,9:00,安徽省,989,6,
24/02/2020,9:00,重慶巿,575,6,
24/02/2020,9:00,陝西省,245,1,
24/02/2020,9:00,天津巿,135,3,
24/02/2020,9:00,福建省,293,1,
24/02/2020,9:00,湖南省,1016,4,
24/02/2020,9:00,四川省,527,3,
24/02/2020,9:00,甘肅省,91,2,
24/02/2020,9:00,黑龍江省,480,12,
24/02/2020,9:00,江西省,934,1,
24/02/2020,9:00,廣東省,1345,6,
24/02/2020,9:00,貴州省,146,2,
24/02/2020,9:00,上海巿,335,3,
24/02/2020,9:00,山東省,755,4,
24/02/2020,9:00,廣西壯族自治區,251,2,
24/02/2020,9:00,雲南省,174,2,
24/02/2020,9:00,內蒙古自治區,75,0,
24/02/2020,9:00,浙江省,1205,1,
24/02/2020,9:00,河南省,1271,19,
24/02/2020,9:00,河北省,311,6,
24/02/2020,9:00,海南省,168,5,
24/02/2020,9:00,吉林省,93,1,
24/02/2020,9:00,山西省,132,0,
24/02/2020,9:00,寧夏回族自治區,71,0,
24/02/2020,9:00,江蘇省,631,0,
24/02/2020,9:00,新疆自治區,76,2,
24/02/2020,9:00,青海省,18,0,
24/02/2020,9:00,西藏自治區,1,0,
24/02/2020,18:00,北京巿,399,4,
24/02/2020,18:00,遼寧省,121,1,
24/02/2020,18:00,安徽省,989,6,
24/02/2020,18:00,重慶巿,575,6,
24/02/2020,18:00,陝西省,245,1,
24/02/2020,18:00,天津巿,135,3,
24/02/2020,18:00,福建省,293,1,
24/02/2020,18:00,湖南省,1016,4,
24/02/2020,18:00,四川省,527,3,
24/02/2020,18:00,甘肅省,91,2,
24/02/2020,18:00,黑龍江省,480,12,
24/02/2020,18:00,江西省,934,1,
24/02/2020,18:00,廣東省,1345,6,
24/02/2020,18:00,貴州省,146,2,
24/02/2020,18:00,上海巿,335,3,
24/02/2020,18:00,山東省,755,5,
24/02/2020,18:00,廣西壯族自治區,251,2,
24/02/2020,18:00,雲南省,174,2,
24/02/2020,18:00,內蒙古自治區,75,0,
24/02/2020,18:00,浙江省,1205,1,
24/02/2020,18:00,河南省,1271,19,
24/02/2020,18:00,河北省,311,6,
24/02/2020,18:00,海南省,168,5,
24/02/2020,18:00,吉林省,93,1,
24/02/2020,18:00,山西省,132,0,
24/02/2020,18:00,寧夏回族自治區,71,0,
24/02/2020,18:00,江蘇省,631,0,
24/02/2020,18:00,新疆自治區,76,2,
24/02/2020,18:00,青海省,18,0,
24/02/2020,18:00,西藏自治區,1,0,
24/02/2020,23:59,湖北省,64786,2563,
25/02/2020,9:00,北京巿,399,4,
25/02/2020,9:00,遼寧省,121,1,
25/02/2020,9:00,安徽省,989,6,
25/02/2020,9:00,重慶巿,576,6,
25/02/2020,9:00,陝西省,245,1,
25/02/2020,9:00,天津巿,135,3,
25/02/2020,9:00,福建省,294,1,
25/02/2020,9:00,湖南省,1016,4,
25/02/2020,9:00,四川省,529,3,
25/02/2020,9:00,甘肅省,91,2,
25/02/2020,9:00,黑龍江省,480,12,
25/02/2020,9:00,江西省,934,1,
25/02/2020,9:00,廣東省,1347,7,
25/02/2020,9:00,貴州省,146,2,
25/02/2020,9:00,上海巿,335,3,
25/02/2020,9:00,山東省,755,6,
25/02/2020,9:00,廣西壯族自治區,252,2,
25/02/2020,9:00,雲南省,174,2,
25/02/2020,9:00,內蒙古自治區,75,0,
25/02/2020,9:00,浙江省,1205,1,
25/02/2020,9:00,河南省,1271,19,
25/02/2020,9:00,河北省,311,6,
25/02/2020,9:00,海南省,168,5,
25/02/2020,9:00,吉林省,93,1,
25/02/2020,9:00,山西省,133,0,
25/02/2020,9:00,寧夏回族自治區,71,0,
25/02/2020,9:00,江蘇省,631,0,
25/02/2020,9:00,新疆自治區,76,2,
25/02/2020,9:00,青海省,18,0,
25/02/2020,9:00,西藏自治區,1,0,
25/02/2020,18:00,北京巿,400,4,
25/02/2020,18:00,遼寧省,121,1,
25/02/2020,18:00,安徽省,989,6,
25/02/2020,18:00,重慶巿,576,6,
25/02/2020,18:00,陝西省,245,1,
25/02/2020,18:00,天津巿,135,3,
25/02/2020,18:00,福建省,294,1,
25/02/2020,18:00,湖南省,1016,4,
25/02/2020,18:00,四川省,529,3,
25/02/2020,18:00,甘肅省,91,2,
25/02/2020,18:00,黑龍江省,480,12,
25/02/2020,18:00,江西省,934,1,
25/02/2020,18:00,廣東省,1347,7,
25/02/2020,18:00,貴州省,146,2,
25/02/2020,18:00,上海巿,336,3,
25/02/2020,18:00,山東省,756,6,
25/02/2020,18:00,廣西壯族自治區,252,2,
25/02/2020,18:00,雲南省,174,2,
25/02/2020,18:00,內蒙古自治區,75,0,
25/02/2020,18:00,浙江省,1205,1,
25/02/2020,18:00,河南省,1271,19,
25/02/2020,18:00,河北省,311,6,
25/02/2020,18:00,海南省,168,5,
25/02/2020,18:00,吉林省,93,1,
25/02/2020,18:00,山西省,133,0,
25/02/2020,18:00,寧夏回族自治區,71,0,
25/02/2020,18:00,江蘇省,631,0,
25/02/2020,18:00,新疆自治區,76,2,
25/02/2020,18:00,青海省,18,0,
25/02/2020,18:00,西藏自治區,1,0,
25/02/2020,23:59,湖北省,65187,2615,
26/02/2020,9:00,北京巿,400,4,
26/02/2020,9:00,遼寧省,121,1,
26/02/2020,9:00,安徽省,989,6,
26/02/2020,9:00,重慶巿,576,6,
26/02/2020,9:00,陝西省,245,1,
26/02/2020,9:00,天津巿,135,3,
26/02/2020,9:00,福建省,294,1,
26/02/2020,9:00,湖南省,1016,4,
26/02/2020,9:00,四川省,531,3,
26/02/2020,9:00,甘肅省,91,2,
