As of date,As of time,Other countries/areas,Number of cases/confirmed cases,Number of deaths among confirmed cases,Remark
10/03/2020,9:00,Japan,514,9,Excluding 696 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
10/03/2020,9:00,Jordan,1,0,
10/03/2020,9:00,Korea,7513,54,
10/03/2020,9:00,Kuwait,64,0,
10/03/2020,9:00,Latvia,3,0,
10/03/2020,9:00,Lebanon,32,0,
10/03/2020,9:00,Liechtenstein,1,0,
10/03/2020,9:00,Lithuania,1,0,
10/03/2020,9:00,Luxembourg,2,0,
10/03/2020,9:00,Macao Special Administrative Region,10,0,
10/03/2020,9:00,Malaysia,93,0,
10/03/2020,9:00,Maldives,4,0,
10/03/2020,9:00,Malta,3,0,
10/03/2020,9:00,Martinique,2,0,
10/03/2020,9:00,Mexico,7,0,
10/03/2020,9:00,Monaco,1,0,
10/03/2020,9:00,Morocco,2,0,
10/03/2020,9:00,Nepal,1,0,
10/03/2020,9:00,Netherlands,265,3,
10/03/2020,9:00,New Zealand,5,0,
10/03/2020,9:00,Nigeria,2,0,
10/03/2020,9:00,North Macedonia,3,0,
10/03/2020,9:00,Norway,192,0,
10/03/2020,9:00,Oman,16,0,
10/03/2020,9:00,Pakistan,6,0,
10/03/2020,9:00,Palestine,19,0,
10/03/2020,9:00,Paraguay,1,0,
10/03/2020,9:00,Peru,6,0,
10/03/2020,9:00,Philippines,10,1,
10/03/2020,9:00,Poland,11,0,
10/03/2020,9:00,Portugal,30,0,
10/03/2020,9:00,Qatar,15,0,
10/03/2020,9:00,Republic of Moldova,1,0,
10/03/2020,9:00,Romania,15,0,
10/03/2020,9:00,Russia,7,0,
10/03/2020,9:00,Saint Barthélemy,1,0,
10/03/2020,9:00,Saint Martin,2,0,
10/03/2020,9:00,San Marino,37,1,
10/03/2020,9:00,Saudi Arabia,7,0,
10/03/2020,9:00,Senegal,4,0,
10/03/2020,9:00,Serbia,1,0,
10/03/2020,9:00,Singapore,160,0,
10/03/2020,9:00,Slovakia,5,0,
10/03/2020,9:00,Slovenia,16,0,
10/03/2020,9:00,South Africa,3,0,
10/03/2020,9:00,Spain,1204,28,
10/03/2020,9:00,Sri Lanka,1,0,
10/03/2020,9:00,Sweden,248,0,
10/03/2020,9:00,Switzerland,312,2,
10/03/2020,9:00,Taiwan,45,1,
10/03/2020,9:00,Thailand,50,1,
10/03/2020,9:00,Togo,1,0,
10/03/2020,9:00,Tunisia,2,0,
10/03/2020,9:00,Ukraine,1,0,
10/03/2020,9:00,United Arab Emirates,45,0,
10/03/2020,9:00,United Kingdom,319,3,
10/03/2020,9:00,United States of America,423,19,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
10/03/2020,9:00,Viet Nam,30,0,
10/03/2020,18:00,Afghanistan,4,0,
10/03/2020,18:00,Albania,2,0,
10/03/2020,18:00,Algeria,17,0,
10/03/2020,18:00,Andorra,1,0,
10/03/2020,18:00,Argentina,12,1,
10/03/2020,18:00,Armenia,1,0,
10/03/2020,18:00,Australia,77,3,
10/03/2020,18:00,Austria,131,0,
10/03/2020,18:00,Azerbaijan,9,0,
10/03/2020,18:00,Bahrain,79,0,
10/03/2020,18:00,Bangladesh,3,0,
10/03/2020,18:00,Belarus,6,0,
10/03/2020,18:00,Belgium,239,0,
10/03/2020,18:00,Bhutan,1,0,
10/03/2020,18:00,Bosnia and Herzegovina,2,0,
10/03/2020,18:00,Brazil,25,0,
10/03/2020,18:00,Bulgaria,4,0,
10/03/2020,18:00,Cambodia,2,0,
10/03/2020,18:00,Cameroon,2,0,
10/03/2020,18:00,Canada,62,0,
10/03/2020,18:00,Chile,10,0,
10/03/2020,18:00,Colombia,1,0,
10/03/2020,18:00,Costa Rica,9,0,
10/03/2020,18:00,Croatia,11,0,
10/03/2020,18:00,Czech Republic,32,0,
10/03/2020,18:00,Denmark,36,0,
10/03/2020,18:00,Dominican Republic,1,0,
10/03/2020,18:00,Ecuador,15,0,
10/03/2020,18:00,Egypt,55,1,
10/03/2020,18:00,Estonia,10,0,
10/03/2020,18:00,Faroe Islands,2,0,
10/03/2020,18:00,Finland,30,0,
10/03/2020,18:00,France,1412,25,
10/03/2020,18:00,French Guiana,5,0,
10/03/2020,18:00,Georgia,13,0,
10/03/2020,18:00,Germany,1139,2,
10/03/2020,18:00,Gibraltar,1,0,
10/03/2020,18:00,Greece,73,0,
10/03/2020,18:00,Holy See,1,0,
10/03/2020,18:00,Hong Kong Special Administrative Region,119,3,Including 1 probable case
10/03/2020,18:00,Hungary,9,0,
10/03/2020,18:00,Iceland,55,0,
10/03/2020,18:00,India,43,0,
10/03/2020,18:00,Indonesia,6,0,
10/03/2020,18:00,Iran,7161,237,
10/03/2020,18:00,Iraq,60,6,
10/03/2020,18:00,Ireland,21,0,
10/03/2020,18:00,Israel,25,0,
10/03/2020,18:00,Italy,9172,463,
10/03/2020,18:00,Japan,514,9,Excluding 696 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
10/03/2020,18:00,Jordan,1,0,
10/03/2020,18:00,Korea,7513,54,
10/03/2020,18:00,Kuwait,64,0,
10/03/2020,18:00,Latvia,3,0,
10/03/2020,18:00,Lebanon,32,0,
10/03/2020,18:00,Liechtenstein,1,0,
10/03/2020,18:00,Lithuania,1,0,
10/03/2020,18:00,Luxembourg,2,0,
10/03/2020,18:00,Macao Special Administrative Region,10,0,
10/03/2020,18:00,Malaysia,93,0,
10/03/2020,18:00,Maldives,4,0,
10/03/2020,18:00,Malta,3,0,
10/03/2020,18:00,Martinique,2,0,
10/03/2020,18:00,Mexico,7,0,
10/03/2020,18:00,Monaco,1,0,
10/03/2020,18:00,Morocco,2,0,
10/03/2020,18:00,Nepal,1,0,
10/03/2020,18:00,Netherlands,265,3,
10/03/2020,18:00,New Zealand,5,0,
10/03/2020,18:00,Nigeria,2,0,
10/03/2020,18:00,North Macedonia,3,0,
10/03/2020,18:00,Norway,192,0,
10/03/2020,18:00,Oman,16,0,
10/03/2020,18:00,Pakistan,6,0,
10/03/2020,18:00,Palestine,19,0,
10/03/2020,18:00,Paraguay,1,0,
10/03/2020,18:00,Peru,6,0,
10/03/2020,18:00,Philippines,10,1,
10/03/2020,18:00,Poland,11,0,
10/03/2020,18:00,Portugal,30,0,
10/03/2020,18:00,Qatar,15,0,
10/03/2020,18:00,Republic of Moldova,1,0,
10/03/2020,18:00,Romania,15,0,
10/03/2020,18:00,Russia,7,0,
10/03/2020,18:00,Saint Barthélemy,1,0,
10/03/2020,18:00,Saint Martin,2,0,
10/03/2020,18:00,San Marino,37,1,
10/03/2020,18:00,Saudi Arabia,7,0,
10/03/2020,18:00,Senegal,4,0,
10/03/2020,18:00,Serbia,1,0,
10/03/2020,18:00,Singapore,160,0,
10/03/2020,18:00,Slovakia,5,0,
10/03/2020,18:00,Slovenia,16,0,
10/03/2020,18:00,South Africa,3,0,
10/03/2020,18:00,Spain,1204,28,
10/03/2020,18:00,Sri Lanka,1,0,
10/03/2020,18:00,Sweden,248,0,
10/03/2020,18:00,Switzerland,312,2,
10/03/2020,18:00,Taiwan,47,1,
10/03/2020,18:00,Thailand,50,1,
10/03/2020,18:00,Togo,1,0,
10/03/2020,18:00,Tunisia,2,0,
10/03/2020,18:00,Ukraine,1,0,
10/03/2020,18:00,United Arab Emirates,45,0,
10/03/2020,18:00,United Kingdom,319,3,
10/03/2020,18:00,United States of America,423,19,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
10/03/2020,18:00,Viet Nam,30,0,
11/03/2020,9:00,Afghanistan,4,0,
11/03/2020,9:00,Albania,2,0,
11/03/2020,9:00,Algeria,17,0,
11/03/2020,9:00,Andorra,1,0,
11/03/2020,9:00,Argentina,12,1,
11/03/2020,9:00,Armenia,1,0,
11/03/2020,9:00,Australia,92,3,
11/03/2020,9:00,Austria,182,0,
11/03/2020,9:00,Azerbaijan,9,0,
11/03/2020,9:00,Bahrain,109,0,
11/03/2020,9:00,Bangladesh,3,0,
11/03/2020,9:00,Belarus,6,0,
11/03/2020,9:00,Belgium,267,0,
11/03/2020,9:00,Bhutan,1,0,
11/03/2020,9:00,Bosnia and Herzegovina,2,0,
11/03/2020,9:00,Brazil,25,0,
11/03/2020,9:00,Brunei Darussalam,1,0,
11/03/2020,9:00,Bulgaria,4,0,
11/03/2020,9:00,Cambodia,2,0,
11/03/2020,9:00,Cameroon,2,0,
11/03/2020,9:00,Canada,77,0,
11/03/2020,9:00,Chile,13,0,
11/03/2020,9:00,Colombia,3,0,
11/03/2020,9:00,Costa Rica,9,0,
11/03/2020,9:00,Croatia,12,0,
11/03/2020,9:00,Cyprus,2,0,
11/03/2020,9:00,Czech Republic,38,0,
11/03/2020,9:00,Denmark,90,0,
11/03/2020,9:00,Dominican Republic,5,0,
11/03/2020,9:00,Ecuador,15,0,
11/03/2020,9:00,Egypt,59,1,
11/03/2020,9:00,Estonia,10,0,
11/03/2020,9:00,Faroe Islands,2,0,
11/03/2020,9:00,Finland,40,0,
11/03/2020,9:00,France,1784,33,
11/03/2020,9:00,French Guiana,5,0,
11/03/2020,9:00,Georgia,15,0,
11/03/2020,9:00,Germany,1296,2,
11/03/2020,9:00,Gibraltar,1,0,
11/03/2020,9:00,Greece,73,0,
11/03/2020,9:00,Guernsey,1,0,
11/03/2020,9:00,Holy See,1,0,
11/03/2020,9:00,Hong Kong Special Administrative Region,121,3,Including 1 probable case
11/03/2020,9:00,Hungary,9,0,
11/03/2020,9:00,Iceland,55,0,
11/03/2020,9:00,India,44,0,
11/03/2020,9:00,Indonesia,19,0,
11/03/2020,9:00,Iran,8042,291,
11/03/2020,9:00,Iraq,61,6,
11/03/2020,9:00,Ireland,24,0,
11/03/2020,9:00,Israel,25,0,
11/03/2020,9:00,Italy,10149,631,
11/03/2020,9:00,Japan,568,12,Excluding 696 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
11/03/2020,9:00,Jordan,1,0,
11/03/2020,9:00,Korea,7755,60,
11/03/2020,9:00,Kuwait,65,0,
11/03/2020,9:00,Latvia,6,0,
11/03/2020,9:00,Lebanon,41,0,
11/03/2020,9:00,Liechtenstein,1,0,
11/03/2020,9:00,Lithuania,1,0,
11/03/2020,9:00,Luxembourg,5,0,
11/03/2020,9:00,Macao Special Administrative Region,10,0,
11/03/2020,9:00,Malaysia,117,0,
11/03/2020,9:00,Maldives,4,0,
11/03/2020,9:00,Malta,4,0,
11/03/2020,9:00,Martinique,2,0,
11/03/2020,9:00,Mexico,7,0,
11/03/2020,9:00,Monaco,1,0,
11/03/2020,9:00,Mongolia,1,0,
11/03/2020,9:00,Morocco,2,0,
11/03/2020,9:00,Nepal,1,0,
11/03/2020,9:00,Netherlands,382,3,
11/03/2020,9:00,New Zealand,5,0,
11/03/2020,9:00,Nigeria,2,0,
11/03/2020,9:00,North Macedonia,7,0,
11/03/2020,9:00,Norway,277,0,
11/03/2020,9:00,Oman,18,0,
11/03/2020,9:00,Pakistan,16,0,
11/03/2020,9:00,Palestine,26,0,
11/03/2020,9:00,Panama,1,0,
11/03/2020,9:00,Paraguay,1,0,
11/03/2020,9:00,Peru,9,0,
11/03/2020,9:00,Philippines,33,1,
11/03/2020,9:00,Poland,16,0,
11/03/2020,9:00,Portugal,30,0,
11/03/2020,9:00,Qatar,18,0,
11/03/2020,9:00,Republic of Moldova,1,0,
11/03/2020,9:00,Romania,15,0,
11/03/2020,9:00,Russia,7,0,
11/03/2020,9:00,Saint Barthélemy,1,0,
11/03/2020,9:00,Saint Martin,2,0,
11/03/2020,9:00,San Marino,49,2,
11/03/2020,9:00,Saudi Arabia,7,0,
11/03/2020,9:00,Senegal,4,0,
11/03/2020,9:00,Serbia,1,0,
11/03/2020,9:00,Singapore,166,0,
11/03/2020,9:00,Slovakia,7,0,
11/03/2020,9:00,Slovenia,23,0,
11/03/2020,9:00,South Africa,7,0,
11/03/2020,9:00,Spain,1639,35,
11/03/2020,9:00,Sri Lanka,1,0,
11/03/2020,9:00,Sweden,326,0,
11/03/2020,9:00,Switzerland,476,2,
11/03/2020,9:00,Taiwan,47,1,
11/03/2020,9:00,Thailand,53,1,
11/03/2020,9:00,Togo,1,0,
11/03/2020,9:00,Tunisia,2,0,
11/03/2020,9:00,Ukraine,1,0,
11/03/2020,9:00,United Arab Emirates,45,0,
11/03/2020,9:00,United Kingdom,373,6,
11/03/2020,9:00,United States of America,647,25,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
11/03/2020,9:00,Viet Nam,30,0,
11/03/2020,18:00,Afghanistan,4,0,
11/03/2020,18:00,Albania,2,0,
11/03/2020,18:00,Algeria,17,0,
11/03/2020,18:00,Andorra,1,0,
11/03/2020,18:00,Argentina,12,1,
11/03/2020,18:00,Armenia,1,0,
11/03/2020,18:00,Australia,92,3,
11/03/2020,18:00,Austria,202,0,
11/03/2020,18:00,Azerbaijan,9,0,
11/03/2020,18:00,Bahrain,109,0,
11/03/2020,18:00,Bangladesh,3,0,
11/03/2020,18:00,Belarus,6,0,
11/03/2020,18:00,Belgium,267,0,
11/03/2020,18:00,Bhutan,1,0,
11/03/2020,18:00,Bosnia and Herzegovina,2,0,
11/03/2020,18:00,Brazil,25,0,
11/03/2020,18:00,Brunei Darussalam,1,0,
11/03/2020,18:00,Bulgaria,4,0,
11/03/2020,18:00,Cambodia,2,0,
11/03/2020,18:00,Cameroon,2,0,
11/03/2020,18:00,Canada,77,0,
11/03/2020,18:00,Chile,13,0,
11/03/2020,18:00,Colombia,3,0,
11/03/2020,18:00,Costa Rica,9,0,
11/03/2020,18:00,Croatia,12,0,
11/03/2020,18:00,Cyprus,2,0,
11/03/2020,18:00,Czech Republic,38,0,
11/03/2020,18:00,Denmark,90,0,
11/03/2020,18:00,Dominican Republic,5,0,
11/03/2020,18:00,Ecuador,15,0,
11/03/2020,18:00,Egypt,59,1,
11/03/2020,18:00,Estonia,10,0,
11/03/2020,18:00,Faroe Islands,2,0,
11/03/2020,18:00,Finland,40,0,
11/03/2020,18:00,France,1784,33,
11/03/2020,18:00,French Guiana,5,0,
11/03/2020,18:00,Georgia,15,0,
11/03/2020,18:00,Germany,1296,2,
11/03/2020,18:00,Gibraltar,1,0,
11/03/2020,18:00,Greece,73,0,
11/03/2020,18:00,Guernsey,1,0,
11/03/2020,18:00,Holy See,1,0,
11/03/2020,18:00,Hong Kong Special Administrative Region,127,3,Including 1 probable case
11/03/2020,18:00,Hungary,9,0,
11/03/2020,18:00,Iceland,55,0,
11/03/2020,18:00,India,44,0,
11/03/2020,18:00,Indonesia,19,0,
11/03/2020,18:00,Iran,8042,291,
11/03/2020,18:00,Iraq,61,6,
11/03/2020,18:00,Ireland,24,0,
11/03/2020,18:00,Israel,25,0,
11/03/2020,18:00,Italy,10149,631,
11/03/2020,18:00,Japan,568,12,Excluding 696 cases were confirmed among passengers/crews in a cruise ship (including 7 fatal cases)
11/03/2020,18:00,Jordan,1,0,
11/03/2020,18:00,Korea,7755,60,
11/03/2020,18:00,Kuwait,65,0,
11/03/2020,18:00,Latvia,6,0,
11/03/2020,18:00,Lebanon,41,0,
11/03/2020,18:00,Liechtenstein,1,0,
11/03/2020,18:00,Lithuania,1,0,
11/03/2020,18:00,Luxembourg,5,0,
11/03/2020,18:00,Macao Special Administrative Region,10,0,
11/03/2020,18:00,Malaysia,129,0,
11/03/2020,18:00,Maldives,4,0,
11/03/2020,18:00,Malta,4,0,
11/03/2020,18:00,Martinique,2,0,
11/03/2020,18:00,Mexico,7,0,
11/03/2020,18:00,Monaco,1,0,
11/03/2020,18:00,Mongolia,1,0,
11/03/2020,18:00,Morocco,2,0,
11/03/2020,18:00,Nepal,1,0,
11/03/2020,18:00,Netherlands,382,4,
11/03/2020,18:00,New Zealand,5,0,
11/03/2020,18:00,Nigeria,2,0,
11/03/2020,18:00,North Macedonia,7,0,
11/03/2020,18:00,Norway,277,0,
11/03/2020,18:00,Oman,18,0,
11/03/2020,18:00,Pakistan,16,0,
11/03/2020,18:00,Palestine,26,0,
11/03/2020,18:00,Panama,1,0,
11/03/2020,18:00,Paraguay,1,0,
11/03/2020,18:00,Peru,9,0,
11/03/2020,18:00,Philippines,33,1,
11/03/2020,18:00,Poland,16,0,
11/03/2020,18:00,Portugal,30,0,
11/03/2020,18:00,Qatar,18,0,
11/03/2020,18:00,Republic of Moldova,1,0,
11/03/2020,18:00,Romania,15,0,
11/03/2020,18:00,Russia,7,0,
11/03/2020,18:00,Saint Barthélemy,1,0,
11/03/2020,18:00,Saint Martin,2,0,
11/03/2020,18:00,San Marino,49,2,
11/03/2020,18:00,Saudi Arabia,7,0,
11/03/2020,18:00,Senegal,4,0,
11/03/2020,18:00,Serbia,1,0,
11/03/2020,18:00,Singapore,166,0,
11/03/2020,18:00,Slovakia,7,0,
11/03/2020,18:00,Slovenia,23,0,
11/03/2020,18:00,South Africa,7,0,
11/03/2020,18:00,Spain,1639,36,
11/03/2020,18:00,Sri Lanka,1,0,
11/03/2020,18:00,Sweden,326,0,
11/03/2020,18:00,Switzerland,491,3,
11/03/2020,18:00,Taiwan,47,1,
11/03/2020,18:00,Thailand,53,1,
11/03/2020,18:00,Togo,1,0,
11/03/2020,18:00,Tunisia,2,0,
11/03/2020,18:00,Ukraine,1,0,
11/03/2020,18:00,United Arab Emirates,45,0,
11/03/2020,18:00,United Kingdom,377,6,
11/03/2020,18:00,United States of America,647,25,Excluding persons repatriated to the United States by chartered flight: 46 cases (Diamond Princess Cruise ship) and 3 cases (Wuhan)
11/03/2020,18:00,Viet Nam,30,0,
