航班/火車/船編號,起點及終點,乘搭日期,相關確診個案
鑽石公主號,日本橫濱→香港→日本橫濱 20/01/2020-04/02/2020,04/02/2020,第14個案及據日本衞生當局通報的7宗持有香港特區護照的個案
