編號 No.,區 District,地址 Address,家居檢疫最後日期 End Date of Home Quarantine Order
1179,深水埗 Sham Shui Po,"花圃街47號又一村花園第2期
PHASE B, VILLAGE GARDENS, NO.47 FA PO STREET",05/03/2020
1180,深水埗 Sham Shui Po,"金球閣
GOLDEN CELL COURT",05/03/2020
1181,深水埗 Sham Shui Po,"長沙灣道128號
NO.128 CHEUNG SHA WAN ROAD",05/03/2020
1182,深水埗 Sham Shui Po,"青薈
GIOVANE",05/03/2020
1183,深水埗 Sham Shui Po,"南山邨南安樓
NAM ON HOUSE, NAM SHAN ESTATE",05/03/2020
1184,深水埗 Sham Shui Po,"南山邨南堯樓
NAM YIU HOUSE, NAM SHAN ESTATE",05/03/2020
1185,深水埗 Sham Shui Po,"南昌邨昌頌樓
CHEONG CHUNG HOUSE, NAM CHEONG ESTATE",05/03/2020
1186,深水埗 Sham Shui Po,"南昌邨昌賢樓2座
BLOCK 2, CHEONG YIN HOUSE, NAM CHEONG ESTATE",05/03/2020
1187,深水埗 Sham Shui Po,"南洋大廈
SOUTH OCEAN BUILDING",05/03/2020
1188,深水埗 Sham Shui Po,"迦南大廈
CANAAN BUILDING",05/03/2020
1189,深水埗 Sham Shui Po,"荔枝角道332號
NO.332 LAI CHI KOK ROAD",05/03/2020
1190,深水埗 Sham Shui Po,"荔枝角道863號泓景臺7座
BLOCK 7, BANYAN GARDEN, NO.863 LAI CHI KOK ROAD",05/03/2020
1191,深水埗 Sham Shui Po,"基隆街142號
NO.142 KI LUNG STREET",05/03/2020
1192,深水埗 Sham Shui Po,"基隆街161號
NO.161 KI LUNG STREET",05/03/2020
1193,深水埗 Sham Shui Po,"基隆街255號
NO.255 KI LUNG STREET",05/03/2020
1194,深水埗 Sham Shui Po,"基隆街294號
NO.294 KI LUNG STREET",05/03/2020
1195,深水埗 Sham Shui Po,"通州街178號
NO.178 TUNG CHAU STREET",05/03/2020
1196,深水埗 Sham Shui Po,"富華大廈
FU WA MANSION",05/03/2020
1197,深水埗 Sham Shui Po,"貴華樓
KWAI WAH HOUSE",05/03/2020
1198,深水埗 Sham Shui Po,"順寧道431號
NO.431 SHUN NING ROAD",05/03/2020
1199,深水埗 Sham Shui Po,"嘉威大廈
GALLOWAY MANSION",05/03/2020
1200,深水埗 Sham Shui Po,"榮昌邨榮俊樓
WING CHUN HOUSE, WING CHEONG ESTATE",05/03/2020
1201,深水埗 Sham Shui Po,"瑰麗路35號又一居27座
BLOCK 27, PARC OASIS, NO.35 GRANDEUR ROAD",05/03/2020
1202,深水埗 Sham Shui Po,"福華街115號北河大廈A座
BLOCK A, PEI HO BUILDING, NO.115 FUK WA STREET",05/03/2020
1203,深水埗 Sham Shui Po,"福華街9號
NO.9 FUK WA STREET",05/03/2020
1204,深水埗 Sham Shui Po,"廣成街2-20號康輝大廈B座
BLOCK B, HONG FAI BUILDING, NO.2-20 KWONG SHING STREET",05/03/2020
1205,深水埗 Sham Shui Po,"德安樓
TAK ON HOUSE",05/03/2020
1206,深水埗 Sham Shui Po,"鴨寮街113號
NO.113 APLIU STREET",05/03/2020
1207,深水埗 Sham Shui Po,"鴨寮街4號
NO.4 APLIU STREET",05/03/2020
1208,深水埗 Sham Shui Po,"鴨寮街85號
NO.85 APLIU STREET",05/03/2020
1209,深水埗 Sham Shui Po,"鴻興大廈
HUNG HING MANSION",05/03/2020
1210,深水埗 Sham Shui Po,"寶安閣
PO ON COURT",05/03/2020
1211,深水埗 Sham Shui Po,"蘇屋邨牡丹樓
PEONY HOUSE, SO UK ESTATE",05/03/2020
1212,深水埗 Sham Shui Po,"蘇屋邨壽菊樓
MARIGOLD HOUSE, SO UK ESTATE",05/03/2020
1213,深水埗 Sham Shui Po,"蘇屋邨壽菊樓2座
BLOCK 2, MARIGOLD HOUSE, SO UK ESTATE",05/03/2020
1214,深水埗 Sham Shui Po,"蘇屋邨櫻桃樓6座
BLOCK 6, CHERRY HOUSE, SO UK ESTATE",05/03/2020
1215,深水埗 Sham Shui Po,"大南街157號
NO.157 TAI NAN STREET",06/03/2020
1216,深水埗 Sham Shui Po,"大南街207號
NO.207 TAI NAN STREET",06/03/2020
1217,深水埗 Sham Shui Po,"大南街271號
NO.271 TAI NAN STREET",06/03/2020
1218,深水埗 Sham Shui Po,"大南街384號
NO.384 TAI NAN STREET",06/03/2020
1219,深水埗 Sham Shui Po,"元州邨元健樓
UN KIN HOUSE, UN CHAU ESTATE",06/03/2020
1220,深水埗 Sham Shui Po,"元州邨元逸樓(第3座)
UN YAT HOUSE (BLK 3), UN CHAU ESTATE",06/03/2020
1221,深水埗 Sham Shui Po,"元州邨元禧樓
UN HEI HOUSE, UN CHAU ESTATE",06/03/2020
1222,深水埗 Sham Shui Po,"永康街54號
NO.54 WING HONG STREET",06/03/2020
1223,深水埗 Sham Shui Po,"白田邨太田樓
TAI TIN HOUSE, PAK TIN ESTATE",06/03/2020
1224,深水埗 Sham Shui Po,"白田邨安田樓
ON TIN HOUSE, PAK TIN ESTATE",06/03/2020
1225,深水埗 Sham Shui Po,"白田邨瑞田樓
SHUI TIN HOUSE, PAK TIN ESTATE",06/03/2020
1226,深水埗 Sham Shui Po,"白花大廈
PAK FAR BUILDING",06/03/2020
1227,深水埗 Sham Shui Po,"石硤尾邨美笙樓(第3座)3座
BLOCK 3, MEI SANG HOUSE (BLK 3), SHEK KIP MEI ESTATE",06/03/2020
1228,深水埗 Sham Shui Po,"吉利徑15號美孚新邨第二期
STAGE II, MEI FOO SUN CHUEN, NO.15 GLEE PATH",06/03/2020
1229,深水埗 Sham Shui Po,"吉利徑19號美孚新邨第二期
STAGE II, MEI FOO SUN CHUEN, NO.19 GLEE PATH",06/03/2020
1230,深水埗 Sham Shui Po,"宇晴軒3期
PHASE 3, THE PACIFICA",06/03/2020
1231,深水埗 Sham Shui Po,"安順大廈
ON SHEUNG BUILDING",06/03/2020
1232,深水埗 Sham Shui Po,"汝州街289號
NO.289 YU CHAU STREET",06/03/2020
1233,深水埗 Sham Shui Po,"百老匯街100號美孚新邨第八期
STAGE VIII, MEI FOO SUN CHUEN, NO.100 BROADWAY",06/03/2020
1234,深水埗 Sham Shui Po,"明輝大廈
MING FAI BUILDING",06/03/2020
1235,深水埗 Sham Shui Po,"金安大廈
KAM ON BUILDING",06/03/2020
1236,深水埗 Sham Shui Po,"長沙灣邨長欣樓
CHEUNG YAN HOUSE, CHEUNG SHA WAN ESTATE",06/03/2020
1237,深水埗 Sham Shui Po,"長沙灣道211-215號
211-215 CHEUNG SHA WAN ROAD",06/03/2020
1238,深水埗 Sham Shui Po,"長康大廈
CHEUNG HONG MANSION",06/03/2020
1239,深水埗 Sham Shui Po,"青山道152C號
NO.152C CASTLE PEAK ROAD",06/03/2020
1240,深水埗 Sham Shui Po,"青山道338-340號
338-340 CASTLE PEAK ROAD",06/03/2020
1241,深水埗 Sham Shui Po,"保安道373號豐盛居
BEACON LODGE, NO.373 PO ON ROAD",06/03/2020
1242,深水埗 Sham Shui Po,"保安道65號美寧中心D座
BLOCK D, MERLIN CENTRE, NO.65 PO ON ROAD",06/03/2020
1243,深水埗 Sham Shui Po,"保華大廈
BAO HUA BUILDING",06/03/2020
1244,深水埗 Sham Shui Po,"南昌街223-237號
223-237, NAM CHEONG STREET",06/03/2020
1245,深水埗 Sham Shui Po,"帝景峰帝景軒1座
TROPICANA 1, DYNASTY HEIGHTS",06/03/2020
1246,深水埗 Sham Shui Po,"帝景峰帝景臺二期7座
BLOCK 7, PHASE 2, DYNASTY VILLA, DYNASTY HEIGHTS",06/03/2020
1247,深水埗 Sham Shui Po,"香港城市大學學生宿舍舍堂10及11
HALL 10&11, CITY UNIVERSITY OF HONG KONG STUDENT HOSTELS",06/03/2020
1248,深水埗 Sham Shui Po,"倫美大廈
LUN MAY BUILDING",06/03/2020
1249,深水埗 Sham Shui Po,"桂林街153號
NO.153 KWEILIN STREET",06/03/2020
1250,深水埗 Sham Shui Po,"海麗邨海暉樓
HOI FAI HSE, HOI LAI ESTATE",06/03/2020
1251,深水埗 Sham Shui Po,"基隆街112-116號
NO.112-116 KI LUNG STREET",06/03/2020
1252,深水埗 Sham Shui Po,"曼克頓山2座
BLOCK 2, MANHATTAN HILL",06/03/2020
1253,深水埗 Sham Shui Po,"深盛路8號碧海藍天5座
BLOCK 5, AQUAMARINE, NO.8 SHAM SHING ROAD",06/03/2020
1254,深水埗 Sham Shui Po,"富昌邨富旺樓
FU WONG HOUSE, FU CHEONG ESTATE",06/03/2020
1255,深水埗 Sham Shui Po,"富昌邨富凱樓
FU HOI HOUSE, FU CHEONG ESTATE",06/03/2020
1256,深水埗 Sham Shui Po,"順寧道98號美寧中心A座
BLOCK A, MERLIN CENTRE, NO.98 SHUN NING ROAD",06/03/2020
1257,深水埗 Sham Shui Po,"新北河大樓
NEW PEI HO BUILDING",06/03/2020
1258,深水埗 Sham Shui Po,"新輝大廈
SUN FAIR BUILDING",06/03/2020
1259,深水埗 Sham Shui Po,"嘉安大樓
KA ON BUILDING",06/03/2020
1260,深水埗 Sham Shui Po,"嘉裕居
CITY REGALIA",06/03/2020
1261,深水埗 Sham Shui Po,"幗寶樓
KWOK PO HOUSE",06/03/2020
1262,深水埗 Sham Shui Po,"福華街110號
NO.110 FUK WA STREET",06/03/2020
1263,深水埗 Sham Shui Po,"福榮街107A號
NO. 107A FUK WING STREET",06/03/2020
1264,深水埗 Sham Shui Po,"樂成樓
LOK SHING HOUSE",06/03/2020
1265,深水埗 Sham Shui Po,"曉盈
HIGH ONE GRAND",06/03/2020
1266,深水埗 Sham Shui Po,"興業大樓
HING YIP APARTMENTS",06/03/2020
1267,深水埗 Sham Shui Po,"鴨寮街194號
NO.194 APLIU STREET",06/03/2020
1268,深水埗 Sham Shui Po,"麗群閣
LAI KWAN COURT",06/03/2020
1269,深水埗 Sham Shui Po,"蘇屋邨石竹樓
CARNATION HOUSE, SO UK ESTATE",06/03/2020
1270,深水埗 Sham Shui Po,"蘇屋邨茶花樓
CAMELLIA, SO UK ESTATE",06/03/2020
1271,深水埗 Sham Shui Po,"大埔道56號
NO.56 TAI PO ROAD",07/03/2020
1272,深水埗 Sham Shui Po,"元州街37號
NO.37 UN CHAU STREET",07/03/2020
1273,深水埗 Sham Shui Po,"巴域街54號石硤尾邨21座
BLOCK 21, SHEK KIP MEI ESTATE, NO.54 BERWICK STREET",07/03/2020
1274,深水埗 Sham Shui Po,"北河街189號
189 PEI HO STREET",07/03/2020
1275,深水埗 Sham Shui Po,"北河街74號
NO.74 PEI HO STREET",07/03/2020
1276,深水埗 Sham Shui Po,"永勝大樓
WING SHING BUILDING",07/03/2020
1277,深水埗 Sham Shui Po,"白田邨麗田樓
LAI TIN HOUSE, PAK TIN ESTATE",07/03/2020
1278,深水埗 Sham Shui Po,"白田街10號石硤尾邨22座
BLOCK 22, SHEK KIP MEI ESTATE, NO.10 PAK TIN STREET",07/03/2020
1279,深水埗 Sham Shui Po,"好時閣
HOUSTON COURT",07/03/2020
1280,深水埗 Sham Shui Po,"汝州街250號
NO.250 YU CHAU STREET",07/03/2020
1281,深水埗 Sham Shui Po,"百老匯街3號美孚新邨第一期
STAGE I, MEI FOO SUN CHUEN, NO.3 BROADWAY",07/03/2020
1282,深水埗 Sham Shui Po,"李鄭屋邨和平樓
WO PING HOUSE, LEI CHENG UK ESTATE",07/03/2020
1283,深水埗 Sham Shui Po,"明勝樓
MING SING BUILDING",07/03/2020
1284,深水埗 Sham Shui Po,"長發大廈
CHEUNG FAT MANSION",07/03/2020
1285,深水埗 Sham Shui Po,"青山道193號
NO.193 CASTLE PEAK ROAD",07/03/2020
1286,深水埗 Sham Shui Po,"青山道268號
NO.268 CASTLE PEAK ROAD",07/03/2020
1287,深水埗 Sham Shui Po,"南昌一號
PARKONE",07/03/2020
1288,深水埗 Sham Shui Po,"恆達大廈
HANG TAT BUILDING",07/03/2020
1289,深水埗 Sham Shui Po,"界限街13號
NO.13 BOUNDARY STREET",07/03/2020
1290,深水埗 Sham Shui Po,"盈達樓
YING TAT BUILDING",07/03/2020
1291,深水埗 Sham Shui Po,"桂林街77號
NO.77 KWEILIN STREET",07/03/2020
1292,深水埗 Sham Shui Po,"桂林街85號
NO.85 KWEILIN STREET",07/03/2020
1293,深水埗 Sham Shui Po,"海盈邨盈昌樓
YING CHEONG HOUSE, HOI YING ESTATE",07/03/2020
1294,深水埗 Sham Shui Po,"海盈邨盈輝樓
YING FAI HOUSE, HOI YING ESTATE",07/03/2020
1295,深水埗 Sham Shui Po,"海麗邨海健樓
HOI KIN HSE, HOI LAI ESTATE",07/03/2020
1296,深水埗 Sham Shui Po,"荔枝角道344號
NO.344 LAI CHI KOK ROAD",07/03/2020
1297,深水埗 Sham Shui Po,"荔枝角道873號一號‧西九龍2座
BLOCK 2, ONE WEST KOWLOON, NO.873 LAI CHI KOK ROAD",07/03/2020
1298,深水埗 Sham Shui Po,"荔香大廈
LAI HEUNG BUILDING",07/03/2020
1299,深水埗 Sham Shui Po,"基隆街124號
NO.124 KI LUNG STREET",07/03/2020
1300,深水埗 Sham Shui Po,"基隆街163號
NO.163 KI LUNG STREET",07/03/2020
1301,深水埗 Sham Shui Po,"基隆街236號
NO.236 KI LUNG STREET",07/03/2020
1302,深水埗 Sham Shui Po,"深旺道28號匯璽5B座
BLOCK 5B, CULLINAN WEST, NO.28 SHAM MONG ROAD",07/03/2020
1303,深水埗 Sham Shui Po,"深盛路8號碧海藍天3座
BLOCK 3, AQUAMARINE, NO.8 SHAM SHING ROAD",07/03/2020
1304,深水埗 Sham Shui Po,"富昌邨富盈樓
FU YING HOUSE, FU CHEONG ESTATE",07/03/2020
1305,深水埗 Sham Shui Po,"富昌邨富萊樓
FU LOY HOUSE, FU CHEONG ESTATE",07/03/2020
1306,深水埗 Sham Shui Po,"富華廣場
FLORENCE PLAZA",07/03/2020
1307,深水埗 Sham Shui Po,"匯璽 2座
TOWER 2, CULLINAN WEST ",07/03/2020
1308,深水埗 Sham Shui Po,"匯璽2B座
BLOCK 2B, CULLINAN WEST",07/03/2020
1309,深水埗 Sham Shui Po,"匯璽5座
TOWER 5, CULLINAN WEST ",07/03/2020
1310,深水埗 Sham Shui Po,"達之路47號又一居19座
BLOCK 19, PARC OASIS, NO.47 TAT CHEE AVENUE",07/03/2020
1311,深水埗 Sham Shui Po,"達之路51號又一居17座
BLOCK 17, PARC OASIS, NO.51 TAT CHEE AVENUE",07/03/2020
1312,深水埗 Sham Shui Po,"榮昌邨榮俊樓(第1座)
WING CHUN HOUSE (BLK 1), WING CHEONG ",07/03/2020
1313,深水埗 Sham Shui Po,"福華街115-117號北河大廈
PEI HO BUILDING, NO.115-117 FUK WA STREET",07/03/2020
1314,深水埗 Sham Shui Po,"福華街40號
NO.40 FUK WA STREET",07/03/2020
1315,深水埗 Sham Shui Po,"福華街41號
NO.41 FUK WA STREET",07/03/2020
1316,深水埗 Sham Shui Po,"福華樓
",07/03/2020
1317,深水埗 Sham Shui Po,"福榮街52號
NO.52 FUK WING STREET",07/03/2020
1318,深水埗 Sham Shui Po,"福榮街87號
NO.87 FUK WING STREET",07/03/2020
1319,深水埗 Sham Shui Po,"德寶大廈
TAK PO BUILDING",07/03/2020
1320,深水埗 Sham Shui Po,"澤安邨麗澤樓
LAI CHAK HOUSE, CHAK ON ESTATE",07/03/2020
1321,深水埗 Sham Shui Po,"興安樓
HING ON HOUSE",07/03/2020
1322,深水埗 Sham Shui Po,"鴨寮街24A號
NO.24A APLIU STREET",07/03/2020
1323,深水埗 Sham Shui Po,"醫局街166號
NO.166 YEE KUK STREET",07/03/2020
1324,深水埗 Sham Shui Po,"麗安邨麗榮樓
LAI WING HOUSE, LAI ON ESTATE",07/03/2020
1325,深水埗 Sham Shui Po,"麗閣邨麗荷樓
LAI HO HOUSE, LAI KOK ESTATE",07/03/2020
1326,深水埗 Sham Shui Po,"寶輪街1號曼克頓山3座
BLOCK 3, MANHATTAN HILL, NO.1 PO LUN STREET",07/03/2020
1327,深水埗 Sham Shui Po,"蘇屋邨蘭花樓1座
BLOCK 1, ORCHID HOUSE, SO UK ESTATE",07/03/2020
1328,深水埗 Sham Shui Po,"騰達樓
TANG TAT BUILDING",07/03/2020
1329,深水埗 Sham Shui Po,"鑽石樓
DIAMOND BUILDING",07/03/2020
1330,深水埗 Sham Shui Po,"九洲大廈
KIU CHAU BUILDING",08/03/2020
1331,深水埗 Sham Shui Po,"大安樓
TAI ON HOUSE",08/03/2020
1332,深水埗 Sham Shui Po,"大坑西新邨民樂樓
MAN LOK HOUSE, TAI HANG SAI ESTATE",08/03/2020
1333,深水埗 Sham Shui Po,"大南街179號
NO.179 TAI NAN STREET",08/03/2020
1334,深水埗 Sham Shui Po,"大南街261號
NO.261 TAI NAN STREET",08/03/2020
1335,深水埗 Sham Shui Po,"元州邨元智樓
UN CHI HOUSE, UN CHAU ESTATE",08/03/2020
1336,深水埗 Sham Shui Po,"元州邨元豐樓
UN FUNG HOUSE, UN CHAU ESTATE",08/03/2020
1337,深水埗 Sham Shui Po,"元洲街332號
NO.332 UN CHAU STREET",08/03/2020
1338,深水埗 Sham Shui Po,"巴域街63號
NO.63 BERWICK STREET",08/03/2020
1339,深水埗 Sham Shui Po,"北河街30號
NO.30 PEI HO STREET",08/03/2020
1340,深水埗 Sham Shui Po,"北河街54號
NO.54 PEI HO STREET",08/03/2020
1341,深水埗 Sham Shui Po,"永康街58號
NO.58 WING HONG STREET",08/03/2020
1342,深水埗 Sham Shui Po,"白田邨盛田樓
SHING TIN HOUSE, PAK TIN ESTATE",08/03/2020
1343,深水埗 Sham Shui Po,"白田街51號白田邨9座
BLOCK 9, PAK TIN ESTATE, NO.51 PAK TIN STREET",08/03/2020
1344,深水埗 Sham Shui Po,"石硤尾邨42座
BLOCK 42, SHEK KIP MEI ESTATE",08/03/2020
1345,深水埗 Sham Shui Po,"石硤尾邨美山樓(第42座)42座
BLOCK 42, MEI SHAN HOUSE (BLK 42), SHEK KIP MEI ESTATE",08/03/2020
1346,深水埗 Sham Shui Po,"石硤尾邨美如樓(第1座)
MEI YUE HSE (BLK 1), SHEK KIP MEI ESTATE",08/03/2020
1347,深水埗 Sham Shui Po,"石硤尾邨美亮樓
MEI LEONG HOUSE, SHEK KIP MEI ESTATE",08/03/2020
1348,深水埗 Sham Shui Po,"石硤尾邨美盛樓4座
BLOCK 4, MEI SHING HOUSE, SHEK KIP MEI ESTATE",08/03/2020
1349,深水埗 Sham Shui Po,"石硤尾邨美賢樓(第2座)
MEI YIN HOUSE (BLK 2), SHEK KIP MEI ESTATE",08/03/2020
1350,深水埗 Sham Shui Po,"石硤尾邨美薈樓
MEI WUI HOUSE, SHEK KIP MEI ESTATE",08/03/2020
1351,深水埗 Sham Shui Po,"石硤尾街65號石硤尾邨19座
BLOCK 19, SHEK KIP MEI ESTATE, NO.65 SHEK KIP MEI STREET",08/03/2020
1352,深水埗 Sham Shui Po,"安發大廈
ON FAI BUILDING",08/03/2020
1353,深水埗 Sham Shui Po,"汝州街226號
226 YU CHAU STREET ",08/03/2020
1354,深水埗 Sham Shui Po,"百老匯街23號美孚新邨第一期
STAGE I, MEI FOO SUN CHUEN, NO.23 BROADWAY",08/03/2020
1355,深水埗 Sham Shui Po,"百老匯街28號美孚新邨第二期
STAGE II, MEI FOO SUN CHUEN, NO.28 BROADWAY",08/03/2020
1356,深水埗 Sham Shui Po,"百老匯街49號美孚新邨第三期
STAGE III, MEI FOO SUN CHUEN, NO.49 BROADWAY",08/03/2020
1357,深水埗 Sham Shui Po,"百老匯街74號美孚新邨第三期
STAGE III, MEI FOO SUN CHUEN, NO.74 BROADWAY",08/03/2020
1358,深水埗 Sham Shui Po,"李鄭屋邨孝慈樓
HAU CHI HOUSE, LEI CHENG UK ESTATE",08/03/2020
1359,深水埗 Sham Shui Po,"和興大廈
WO HING BUILDING",08/03/2020
1360,深水埗 Sham Shui Po,"幸福邨福日樓
FOOK YAT HOUSE, FORTUNE ESTATE",08/03/2020
1361,深水埗 Sham Shui Po,"幸福邨福月樓
FOOK YUET HOUSE, FORTUNE ESTATE",08/03/2020
1362,深水埗 Sham Shui Po,"怡閣苑怡秀閣G座
BLOCK G, YEE SAU HOUSE, YEE KOK COURT",08/03/2020
1363,深水埗 Sham Shui Po,"東成大廈
TUNG SHING BUILDING",08/03/2020
1364,深水埗 Sham Shui Po,"東興大廈
TUNG HING BUILDING",08/03/2020
1365,深水埗 Sham Shui Po,"金華大樓
KAM WAH BUILDING",08/03/2020
1366,深水埗 Sham Shui Po,"長沙灣邨長欣樓(第1座)1座
BLOCK 1, CHEUNG YAN HOUSE (BLK 1), CHEUNG SHA WAN ESTATE",08/03/2020
1367,深水埗 Sham Shui Po,"長沙灣邨長泰樓(第2座)2座
BLOCK 2, CHEUNG TAI HOUSE (BLK 2), CHEUNG SHA WAN ESTATE",08/03/2020
1368,深水埗 Sham Shui Po,"青山道265號
NO.265 CASTLE PEAK ROAD",08/03/2020
1369,深水埗 Sham Shui Po,"青山道275號
NO.275 CASTLE PEAK ROAD",08/03/2020
1370,深水埗 Sham Shui Po,"青山道285-287號
NO.285-287 CASTLE PEAK ROAD",08/03/2020
1371,深水埗 Sham Shui Po,"青山道285號
NO.285 CASTLE PEAK ROAD",08/03/2020
1372,深水埗 Sham Shui Po,"青山道524號
NO.524 CASTLE PEAK ROAD",08/03/2020
1373,深水埗 Sham Shui Po,"保安道337號
NO.337 PO ON ROAD",08/03/2020
1374,深水埗 Sham Shui Po,"南昌邨昌遜樓4座
BLOCK 4, CHEONG SHUN HOUSE, NAM CHEONG ESTATE",08/03/2020
1375,深水埗 Sham Shui Po,"南昌街84號
NO.84 NAM CHEONG STREET",08/03/2020
1376,深水埗 Sham Shui Po,"兼善里12號
NO.12 KIM SHIN LANE",08/03/2020
1377,深水埗 Sham Shui Po,"兼善里34號
NO.34 KIM SHIN LANE",08/03/2020
1378,深水埗 Sham Shui Po,"兼善里41號
NO.41 KIM SHIN LANE",08/03/2020
1379,深水埗 Sham Shui Po,"桂林街151號
NO.151 KWEILIN STREET",08/03/2020
1380,深水埗 Sham Shui Po,"海麗邨海晴樓
HOI CHING HSE, HOI LAI ESTATE",08/03/2020
1381,深水埗 Sham Shui Po,"海麗邨海賢樓(第4座)
HOI YIN HSE (BLK 4), HOI LAI ESTATE",08/03/2020
1382,深水埗 Sham Shui Po,"荔安樓
",08/03/2020
1383,深水埗 Sham Shui Po,"荔枝角道350號
NO.350 LAI CHI KOK ROAD",08/03/2020
1384,深水埗 Sham Shui Po,"荔枝角道368號
NO.368 LAI CHI KOK ROAD",08/03/2020
1385,深水埗 Sham Shui Po,"基隆街257號
NO.257 KI LUNG STREET",08/03/2020
1386,深水埗 Sham Shui Po,"基隆街263號
NO.263 KI LUNG STREET",08/03/2020
1387,深水埗 Sham Shui Po,"基隆街278號
NO.278 KI LUNG STREET",08/03/2020
1388,深水埗 Sham Shui Po,"深盛路8號碧海藍天6座
BLOCK 6, AQUAMARINE, NO.8 SHAM SHING ROAD",08/03/2020
1389,深水埗 Sham Shui Po,"凱樂苑E座
BLOCK E, HOI LOK COURT",08/03/2020
1390,深水埗 Sham Shui Po,"富昌邨富誠樓
FU SING HOUSE, FU CHEONG ESTATE",08/03/2020
1391,深水埗 Sham Shui Po,"發祥街8號
NO.8 FAT TSEUNG STREET",08/03/2020
1392,深水埗 Sham Shui Po,"黃竹街23號
NO.23 WONG CHUK STREET",08/03/2020
1393,深水埗 Sham Shui Po,"幹興樓
KON HING BUILDING",08/03/2020
1394,深水埗 Sham Shui Po,"裕豐樓
YUE FUNG BUILDING",08/03/2020
1395,深水埗 Sham Shui Po,"嘉利閣
GOLD CANYON COURT",08/03/2020
1396,深水埗 Sham Shui Po,"榮昌邨榮傑樓(第2座)2座
BLOCK 2, WING KIT HOUSE (BLK 2), WING CHEONG ESTATE",08/03/2020
1397,深水埗 Sham Shui Po,"福榮街40號
NO.40 FUK WING STREET",08/03/2020
1398,深水埗 Sham Shui Po,"福榮街54號
NO.54 FUK WING STREET",08/03/2020
1399,深水埗 Sham Shui Po,"德昌大廈
TAK CHEONG BUILDING",08/03/2020
1400,深水埗 Sham Shui Po,"慶成樓
HING SHING BUILDING",08/03/2020
1401,深水埗 Sham Shui Po,"澤安邨華澤樓
WAH CHAK HOUSE, CHAK ON ESTATE",08/03/2020
1402,深水埗 Sham Shui Po,"澤安邨榮澤樓
WING CHAK HOUSE, CHAK ON ESTATE",08/03/2020
1403,深水埗 Sham Shui Po,"興華樓
HING WAH HOUSE",08/03/2020
1404,深水埗 Sham Shui Po,"興隆大廈
HING LUNG BUILDING",08/03/2020
1405,深水埗 Sham Shui Po,"鴨寮街190號
NO.190 APLIU STREET",08/03/2020
1406,深水埗 Sham Shui Po,"鴨寮街246號
NO.246 APLIU STREET",08/03/2020
1407,深水埗 Sham Shui Po,"龍華大廈
LUNG WA BUILDING",08/03/2020
1408,深水埗 Sham Shui Po,"鴻福大樓
HUNG FUK HOUSE",08/03/2020
1409,深水埗 Sham Shui Po,"豐祥大廈
FUNG CHENG BUILDING",08/03/2020
1410,深水埗 Sham Shui Po,"醫局街153號
NO.153 YEE KUK STREET",08/03/2020
1411,深水埗 Sham Shui Po,"麗栢苑
PARK VILLA",08/03/2020
1412,深水埗 Sham Shui Po,"麗閣邨麗葵樓
LAI KWAI HOUSE, LAI KOK ESTATE",08/03/2020
1413,深水埗 Sham Shui Po,"蘇屋邨荷花樓
LOTUS HOUSE, SO UK ESTATE",08/03/2020
1414,深水埗 Sham Shui Po,"蘇屋邨劍蘭樓
GLADIOLUS HOUSE, SO UK ESTATE",08/03/2020
1415,九龍城 Kowloon City,"土瓜灣道78號定安大廈
HONOUR BUILDING, NO.78 TO KWA WAN ROAD",27/02/2020
1416,九龍城 Kowloon City,"木廠街36號
36 MOK CHEONG STREET",27/02/2020
1417,九龍城 Kowloon City,"安和園安康大廈第二期
PHASE II, ON HONG BUILDING, ON WO YUEN",27/02/2020
1418,九龍城 Kowloon City,"亞皆老街204號君柏3座
BLOCK 3, THE ZUMURUD, NO.204 ARGYLE STREET",27/02/2020
1419,九龍城 Kowloon City,"金和大廈
KAM WO MANSION",27/02/2020
1420,九龍城 Kowloon City,"金翠苑B座
BLOCK B, JADE COURT",27/02/2020
1421,九龍城 Kowloon City,"冠暉苑鳴暉閣A座
BLOCK A, MING FAI HOUSE, KWUN FAI COURT",27/02/2020
1422,九龍城 Kowloon City,"春田街10號
NO.10 CHUN TIN STREET",27/02/2020
1423,九龍城 Kowloon City,"紅荔道8號半島豪庭4座
BLOCK 4, ROYAL PENINSULA, NO.8 HUNG LAI ROAD",27/02/2020
1424,九龍城 Kowloon City,"美景街112號偉恒昌新邨恒景閣E座
BLOCK E, HANG CHIEN COURT, WYLER GARDENS, NO.112 MEI KING STREET",27/02/2020
1425,九龍城 Kowloon City,"美景樓1座
BLOCK 1, MEI KING MANSION",27/02/2020
1426,九龍城 Kowloon City,"海逸道8號海逸豪園綠庭軒2座
BLOCK 2, THE GREENWOOD, LAGUNA VERDE, NO.8 LAGUNA VERDE AVENUE",27/02/2020
1427,九龍城 Kowloon City,"海濱南岸6座
BLOCK 6, HARBOUR PLACE",27/02/2020
1428,九龍城 Kowloon City,"益群大廈
YICK KWAN HOUSE",27/02/2020
1429,九龍城 Kowloon City,"馬頭圍道342號
NO.342 MA TAU WAI ROAD",27/02/2020
1430,九龍城 Kowloon City,"馬頭圍道鶴齡街3號
NO.3 MA TAU WEI ROAD HOK LING STREET",27/02/2020
1431,九龍城 Kowloon City,"啓晴邨賞晴樓
SHEUNG CHING HOUSE , KAI CHING ESTATE",27/02/2020
1432,九龍城 Kowloon City,"崇仁樓
SUNG YAN BUILDING",27/02/2020
