地區,大廈名單,最後個案居住日期,相關疑似/確診個案
灣仔,謝斐道76號(非住宅),24/03/2020,"276, 343, 362, 367, 386, 387, 389, 413, 432, 433, 434, 440, 477, 499, 501, 509, 513, 519, 524, 576, 635, 638, 746, 707"
油尖旺,諾士佛臺9號(非住宅),24/03/2020,"387, 389, 395, 411, 428, 433, 447, 450, 458, 462, 466, 483, 484, 498, 501, 510, 511, 512, 513, 514, 517, 526, 573, 581, 614, 615, 625, 670, 746, 755"
油尖旺,新港中心(非住宅),24/03/2020,388
深水埗,泛達太子酒店(非住宅),24/03/2020,388
油尖旺,誠信大廈(非住宅),24/03/2020,388
觀塘,匯景廣場(非住宅),24/03/2020,412
元朗,屏欣商場(非住宅),24/03/2020,413
中西區,中保集團大廈(非住宅),24/03/2020,415
深水埗,深水埗警署(非住宅),24/03/2020,428
荃灣,新界南總區警察總部(非住宅),24/03/2020,428
灣仔,灣仔街市(非住宅),24/03/2020,433
葵青,新都會廣場(非住宅),24/03/2020,442
黃大仙區,衍慶大廈(非住宅),24/03/2020,450
沙田,香港凱悅酒店(非住宅),24/03/2020,458
油尖旺,余仁生中心(非住宅),24/03/2020,465
中西區,花園道中國工商銀行大廈(非住宅),24/03/2020,467
油尖旺,諾士佛臺10-11號(非住宅),24/03/2020,"483, 516"
沙田,希爾頓中心(非住宅),24/03/2020,483
油尖旺,樂輝商業大廈(非住宅),24/03/2020,567
南區,港怡醫院(非住宅),24/03/2020,573
中西區,亞畢諾道 2號(非住宅),24/03/2020,579
油尖旺,朗豪坊(非住宅),24/03/2020,611
中西區,第一街8號(非住宅),24/03/2020,622
油尖旺,加拿分道25號(非住宅),24/03/2020,"662, 687, 702, 704, 705, 758, 759"
荃灣,南豐紗廠(非住宅),24/03/2020,704
油尖旺,棉登徑8號(非住宅),24/03/2020,704
東區,城市中心商場(非住宅),24/03/2020,717
觀塘區,淘大花園2期(非住宅),24/03/2020,718
觀塘區,淘大商場1期(非住宅),24/03/2020,718
元朗,形點 II(非住宅),25/03/2020,413
油尖旺,始創中心(非住宅),25/03/2020,415
中西區,娛樂行(非住宅),25/03/2020,452
南區,利群商場(非住宅),25/03/2020,463
屯門,仁愛普通科門診診所(非住宅),25/03/2020,466
南區,東華三院賽馬會復康中心(非住宅),25/03/2020,512
油尖旺,聖德肋撒醫院(非住宅),25/03/2020,514
灣仔,杜老誌道5號(非住宅),25/03/2020,525
中西區,鴻豐商業中心(非住宅),25/03/2020,566
油尖旺,永昌大廈(非住宅),25/03/2020,567
深水埗,又一城(非住宅),25/03/2020,573
九龍城區,香港浸信會醫院(非住宅),25/03/2020,611
中西區,砵典乍街36號(非住宅),25/03/2020,618
中西區,砵典乍街36號(非住宅),25/03/2020,618
深水埗,新昌工業大廈(非住宅),25/03/2020,625
元朗,德祥樓(非住宅),25/03/2020,633
元朗,富興大廈(非住宅),26/03/2020,466
元朗,形點Ｉ(非住宅),26/03/2020,466
九龍城,炮仗街93號(非住宅),26/03/2020,484
沙田,新城市廣場(非住宅),26/03/2020,495
西貢,駿才街 70號(非住宅),26/03/2020,562
沙田,雲疊花園(非住宅),26/03/2020,610
中西區,歐陸貿易中心(非住宅),26/03/2020,625
深水埗,石硤尾報案中心(非住宅),26/03/2020,663
灣仔,謝斐道82號(非住宅),27/03/2020,"276, 362, 367, 386, 387, 389, 432, 433, 440, 481, 501, 513, 531, 626, 746"
荃灣區,香港港安醫院 - 荃灣(非住宅),27/03/2020,511
油尖旺,荔枝角道68號(非住宅),27/03/2020,567
中西區,中保集團大廈(非住宅),27/03/2020,609
屯門,良景商場(非住宅),27/03/2020,632
屯門,新墟街市(非住宅),27/03/2020,632
觀塘,APM(非住宅),27/03/2020,637
灣仔,駱克駅(非住宅),27/03/2020,663
油尖旺,西九文化區(非住宅),27/03/2020,663
油尖旺,奧海城二期(非住宅),27/03/2020,686
油尖旺,K11 Musea(非住宅),27/03/2020,"687, 702, 704, 705, 758, 759"
油尖旺,港威大廈1座(非住宅),27/03/2020,718
油尖旺,國際廣場(非住宅),28/03/2020,"504, 756"
油尖旺,華敦大廈(非住宅),28/03/2020,638
離島,國泰城(非住宅),28/03/2020,641
南區,業勤街23號(非住宅),28/03/2020,719
黃大仙,恆安大廈(非住宅),28/03/2020,755
油尖旺,警察體育遊樂會(非住宅),29/03/2020,663
觀塘,協和大廈(非住宅),29/03/2020,718
南區,利群商場(非住宅),29/03/2020,748
東區,東寶大廈(非住宅),29/03/2020,750
中西區,中區政府碼頭(非住宅),31/03/2020,717
南區,環匯廣場(非住宅),31/03/2020,719
深水埗,寶血醫院(非住宅),31/03/2020,757
