更新日期,更新時間,國家/地區,累計確診個案數目,過去14天新增報告確診個案數目,當中累計死亡個案數目,備註
03/04/2020,10:00,伯利茲,3,3,0,
03/04/2020,10:00,貝寧,13,12,0,
03/04/2020,10:00,百慕達,32,32,0,
03/04/2020,10:00,不丹,4,3,0,
03/04/2020,10:00,玻利維亞,115,103,7,
03/04/2020,10:00,波斯尼亞和黑塞哥維那,464,420,13,
03/04/2020,10:00,博茨瓦納,3,3,1,
03/04/2020,10:00,巴西,5717,5426,201,
03/04/2020,10:00,英屬維爾京群島,3,3,0,
03/04/2020,10:00,文萊,131,75,1,
03/04/2020,10:00,保加利亞,422,328,10,
03/04/2020,10:00,布基納法索,261,235,14,
03/04/2020,10:00,布隆迪,2,2,0,
03/04/2020,10:00,佛得角,5,5,1,
03/04/2020,10:00,柬埔寨,109,74,0,
03/04/2020,10:00,喀麥隆,139,129,6,
03/04/2020,10:00,加拿大,9005,8384,105,
03/04/2020,10:00,開曼群島,14,13,1,
03/04/2020,10:00,中非共和國,8,7,0,
03/04/2020,10:00,乍得,7,7,0,
03/04/2020,10:00,智利,3031,2793,16,
03/04/2020,10:00,哥倫比亞,906,813,16,
03/04/2020,10:00,剛果,22,19,2,
03/04/2020,10:00,哥斯達黎加,347,297,2,
03/04/2020,10:00,象牙海岸,190,181,0,
03/04/2020,10:00,克羅地亞,963,882,6,
03/04/2020,10:00,古巴,212,202,6,
03/04/2020,10:00,庫拉索,11,8,1,
03/04/2020,10:00,塞浦路斯,320,262,9,
03/04/2020,10:00,捷克,3589,2895,39,
03/04/2020,10:00,剛果民主共和國,123,116,11,
03/04/2020,10:00,丹麥,3107,1975,104,
03/04/2020,10:00,吉布提,34,33,0,
03/04/2020,10:00,多米尼克國,11,11,0,
03/04/2020,10:00,多米尼加共和國,1284,1263,57,
03/04/2020,10:00,厄瓜多爾,2372,2217,146,
03/04/2020,10:00,埃及,779,583,52,
03/04/2020,10:00,薩爾瓦多,32,32,1,
03/04/2020,10:00,赤道幾內亞,14,11,0,
03/04/2020,10:00,厄立特里亞國,15,15,0,
03/04/2020,10:00,愛沙尼亞,779,512,5,
03/04/2020,10:00,斯威士蘭,9,8,0,
03/04/2020,10:00,埃塞俄比亞,26,20,0,
03/04/2020,10:00,法羅群島,173,115,0,
03/04/2020,10:00,斐濟群島,5,5,0,
03/04/2020,10:00,芬蘭,1446,1077,17,
03/04/2020,10:00,法國,59105,48110,4503,
03/04/2020,10:00,法屬圭亞那,51,40,0,
03/04/2020,10:00,法屬波利尼西亞,37,34,0,
03/04/2020,10:00,加蓬,7,4,1,
03/04/2020,10:00,岡比亞,3,2,1,
03/04/2020,10:00,格魯吉亞,121,83,0,
03/04/2020,10:00,德國,73522,62523,872,
03/04/2020,10:00,加納,195,186,5,
03/04/2020,10:00,直布羅陀,69,61,0,
03/04/2020,10:00,希臘,1375,957,50,
03/04/2020,10:00,格陵蘭,10,8,0,
03/04/2020,10:00,格林納達,9,9,0,
03/04/2020,10:00,瓜地洛普,125,92,6,
03/04/2020,10:00,關島,77,72,3,
03/04/2020,10:00,危地馬拉,39,33,1,
03/04/2020,10:00,根西島,78,77,1,
03/04/2020,10:00,畿內亞,30,29,0,
03/04/2020,10:00,幾內亞比紹,9,9,0,
03/04/2020,10:00,圭亞那,19,15,2,
03/04/2020,10:00,海地,16,16,0,
03/04/2020,10:00,教廷,6,5,0,
03/04/2020,10:00,洪都拉斯,172,163,10,
03/04/2020,10:00,香港特別行政區,803,594,4,包括1宗疑似個案
03/04/2020,10:00,匈牙利,525,452,20,
03/04/2020,10:00,冰島,1220,890,2,
03/04/2020,10:00,印度,1636,1485,38,
03/04/2020,10:00,印尼,1677,1450,157,
03/04/2020,10:00,伊朗,50468,32061,3160,
03/04/2020,10:00,伊拉克,728,564,52,
03/04/2020,10:00,愛爾蘭,3447,2890,85,
03/04/2020,10:00,人島,65,65,0,
03/04/2020,10:00,以色列,5591,5062,21,
03/04/2020,10:00,意大利,115242,74207,13915,
03/04/2020,10:00,牙買加,38,25,1,
03/04/2020,10:00,日本,2617,1667,63,不包括712宗確診個案為郵輪乘客/船員 (當中包括11宗死亡個案)
03/04/2020,10:00,澤西,81,76,2,
03/04/2020,10:00,約旦,278,226,5,
03/04/2020,10:00,哈薩克斯坦,386,340,3,
03/04/2020,10:00,肯雅,81,74,1,
03/04/2020,10:00,科索沃,125,125,1,
03/04/2020,10:00,科威特,317,175,0,
03/04/2020,10:00,吉爾吉斯坦,115,112,0,
03/04/2020,10:00,老撾,10,10,0,
03/04/2020,10:00,拉脫維亞,446,360,0,
03/04/2020,10:00,黎巴嫩,479,346,12,
03/04/2020,10:00,利比里亞,6,4,0,
03/04/2020,10:00,利比亞,10,10,0,
03/04/2020,10:00,列支敦士登,72,47,0,
03/04/2020,10:00,立陶宛,581,545,8,
03/04/2020,10:00,盧森堡,2319,1974,29,
03/04/2020,10:00,澳門特別行政區,41,24,0,
03/04/2020,10:00,馬達加斯加,53,53,0,
03/04/2020,10:00,中國內地,81620,653,3322,
03/04/2020,10:00,馬來西亞,2908,2118,45,
03/04/2020,10:00,馬爾代夫,18,5,0,
03/04/2020,10:00,馬里,28,28,0,
03/04/2020,10:00,馬耳他,188,135,0,
03/04/2020,10:00,馬提尼克島,128,105,3,
03/04/2020,10:00,毛里塔尼亞,5,3,0,
03/04/2020,10:00,毛里求斯,154,151,5,
03/04/2020,10:00,馬約特島,116,113,2,
03/04/2020,10:00,墨西哥,1215,1122,29,
03/04/2020,10:00,摩納哥,37,28,0,
03/04/2020,10:00,蒙古,14,9,0,
03/04/2020,10:00,黑山,120,110,2,
03/04/2020,10:00,蒙特塞拉特島,5,4,0,
03/04/2020,10:00,摩洛哥,676,627,39,
03/04/2020,10:00,莫桑比克,10,10,0,
03/04/2020,10:00,緬甸,15,15,1,
03/04/2020,10:00,納米比亞,11,9,0,
03/04/2020,10:00,尼泊爾,5,4,0,
03/04/2020,10:00,荷蘭,13614,11154,1173,
03/04/2020,10:00,新喀里多尼亞,16,16,0,
03/04/2020,10:00,新西蘭,723,703,1,
03/04/2020,10:00,尼加拉瓜,5,5,1,
03/04/2020,10:00,尼日爾,74,74,5,
03/04/2020,10:00,尼日利亞,139,131,2,
03/04/2020,10:00,北馬其頓,354,306,11,
03/04/2020,10:00,北馬利安納群島,6,6,0,
03/04/2020,10:00,挪威,4665,3113,32,
03/04/2020,10:00,巴勒斯坦,134,90,1,
03/04/2020,10:00,阿曼,231,198,1,
03/04/2020,10:00,巴基斯坦,2291,2050,31,
03/04/2020,10:00,巴拿馬,1181,1095,30,
03/04/2020,10:00,巴布亞新幾內亞,1,1,0,
03/04/2020,10:00,巴拉圭,69,58,3,
03/04/2020,10:00,秘魯,1323,1178,24,
03/04/2020,10:00,菲律賓,2311,2109,96,
03/04/2020,10:00,波蘭,2554,2229,43,
03/04/2020,10:00,葡萄牙,8251,7466,187,
03/04/2020,10:00,波多黎各,286,281,11,
03/04/2020,10:00,卡塔爾,835,383,2,
03/04/2020,10:00,韓國,10062,1410,174,
03/04/2020,10:00,摩爾多瓦共和國,423,374,5,
03/04/2020,10:00,留尼旺島,281,269,0,
03/04/2020,10:00,羅馬尼亞,2460,2200,85,
03/04/2020,10:00,俄羅斯,2777,2578,24,
03/04/2020,10:00,盧旺達,82,71,0,
03/04/2020,10:00,聖巴泰勒米,6,3,0,
03/04/2020,10:00,聖基茨和尼維斯,8,8,0,
03/04/2020,10:00,聖盧西亞,13,11,0,
03/04/2020,10:00,聖馬丁,21,17,2,
03/04/2020,10:00,聖文森特和格林納丁斯,1,0,0,
03/04/2020,10:00,聖馬力諾,236,110,28,
03/04/2020,10:00,沙特阿拉伯,1720,1482,16,
03/04/2020,10:00,塞內加爾,190,154,1,
03/04/2020,10:00,塞爾維亞,1060,937,13,
03/04/2020,10:00,塞舌爾,10,4,0,
03/04/2020,10:00,塞拉利昂,2,2,0,
03/04/2020,10:00,新加坡,1049,704,4,
03/04/2020,10:00,聖馬丁(荷蘭加勒比地區),6,6,0,
03/04/2020,10:00,斯洛伐克,400,277,0,
03/04/2020,10:00,斯洛文尼亞,841,522,15,
03/04/2020,10:00,索馬里,5,4,0,
03/04/2020,10:00,南非,1380,1264,5,
03/04/2020,10:00,西班牙,110238,93091,10003,
03/04/2020,10:00,斯里蘭卡,143,101,2,
03/04/2020,10:00,蘇丹,7,6,2,
03/04/2020,10:00,蘇里南,8,7,0,
03/04/2020,10:00,瑞典,4947,3524,239,
03/04/2020,10:00,瑞士,17070,13207,378,
03/04/2020,10:00,敘利亞,10,10,3,
03/04/2020,10:00,台灣,339,231,5,
03/04/2020,10:00,泰國,1771,1559,12,
03/04/2020,10:00,英國,33718,30441,2921,
03/04/2020,10:00,東帝汶,1,1,0,
03/04/2020,10:00,多哥,36,35,2,
03/04/2020,10:00,千里達及多巴哥,89,82,5,
03/04/2020,10:00,突尼斯,423,394,12,
03/04/2020,10:00,土耳其,15679,15488,277,
03/04/2020,10:00,特克斯和凱科斯群島,5,5,0,
03/04/2020,10:00,烏干達,44,44,0,
03/04/2020,10:00,烏克蘭,804,788,20,
03/04/2020,10:00,阿聯酋,814,701,8,
03/04/2020,10:00,坦桑尼亞,20,17,1,
03/04/2020,10:00,美國,213144,202702,4513,
03/04/2020,10:00,美屬維爾京群島,30,28,0,
03/04/2020,10:00,烏拉圭,338,309,2,
03/04/2020,10:00,烏茲別克斯坦,190,169,2,
03/04/2020,10:00,委內瑞拉,143,107,3,
03/04/2020,10:00,越南,218,152,0,
03/04/2020,10:00,贊比亞,36,34,0,
03/04/2020,10:00,津巴布韋,8,8,1,
