更新日期,更新時間,地區,累計個案數目,新增個案數目,新村大邱教堂,清道郡大南醫院相關,輸入個案數目,其他,與流行病學有聯繫的群組或確診個案,其他##
22/03/2020,0:00,江原,30,0,,,,,21,9
22/03/2020,0:00,忠清北,35,1,,,,,28,7
22/03/2020,0:00,忠清南,120,1,,,,,112,8
22/03/2020,0:00,全羅北,10,0,,,,,4,6
22/03/2020,0:00,全羅南,6,1,,,,,4,2
22/03/2020,0:00,慶尙北,1254,11,,,,,918,336
22/03/2020,0:00,慶尙南,88,1,,,,,71,17
22/03/2020,0:00,濟州,4,0,,,,,0,4
22/03/2020,0:00,隔離,34,11,,,,,34,0
23/03/2020,0:00,首爾,330,6,,,,,233,97
23/03/2020,0:00,釜山,109,1,,,,,78,31
23/03/2020,0:00,大邱,6411,24,,,,,5334,1077
23/03/2020,0:00,仁川,40,0,,,,,32,8
23/03/2020,0:00,光州,19,0,,,,,15,4
23/03/2020,0:00,大田,24,0,,,,,13,11
23/03/2020,0:00,蔚山,36,0,,,,,26,10
23/03/2020,0:00,世宗,42,1,,,,,38,4
23/03/2020,0:00,京畿,351,14,,,,,286,65
23/03/2020,0:00,江原,30,0,,,,,21,9
23/03/2020,0:00,忠清北,37,2,,,,,30,7
23/03/2020,0:00,忠清南,120,0,,,,,112,8
23/03/2020,0:00,全羅北,10,0,,,,,4,6
23/03/2020,0:00,全羅南,6,0,,,,,4,2
23/03/2020,0:00,慶尙北,1256,2,,,,,921,335
23/03/2020,0:00,慶尙南,89,1,,,,,72,17
23/03/2020,0:00,濟州,4,0,,,,,0,4
23/03/2020,0:00,隔離,47,13,,,,,47,0
24/03/2020,0:00,首爾,334,4,,,,,233,101
24/03/2020,0:00,釜山,111,2,,,,,80,31
24/03/2020,0:00,大邱,6442,31,,,,,5358,1084
24/03/2020,0:00,仁川,41,1,,,,,32,9
24/03/2020,0:00,光州,19,0,,,,,15,4
24/03/2020,0:00,大田,24,0,,,,,13,11
24/03/2020,0:00,蔚山,36,0,,,,,26,10
24/03/2020,0:00,世宗,42,0,,,,,38,4
24/03/2020,0:00,京畿,366,15,,,,,293,73
24/03/2020,0:00,江原,30,0,,,,,21,9
24/03/2020,0:00,忠清北,38,1,,,,,31,7
24/03/2020,0:00,忠清南,120,0,,,,,112,8
24/03/2020,0:00,全羅北,10,0,,,,,4,6
24/03/2020,0:00,全羅南,6,0,,,,,4,2
24/03/2020,0:00,慶尙北,1257,1,,,,,932,325
24/03/2020,0:00,慶尙南,90,1,,,,,73,17
24/03/2020,0:00,濟州,4,0,,,,,0,4
24/03/2020,0:00,隔離,67,20,,,,,0,67
25/03/2020,0:00,首爾,347,13,,,58,,259,30
25/03/2020,0:00,釜山,112,1,,,2,,76,34
25/03/2020,0:00,大邱,6456,14,,,2,,5427,1027
25/03/2020,0:00,仁川,42,1,,,6,,34,2
25/03/2020,0:00,光州,19,0,,,4,,14,1
25/03/2020,0:00,大田,24,0,,,0,,14,10
25/03/2020,0:00,蔚山,37,1,,,6,,24,7
25/03/2020,0:00,世宗,44,2,,,0,,41,3
25/03/2020,0:00,京畿,387,21,,,36,,298,53
25/03/2020,0:00,江原,31,1,,,2,,23,6
25/03/2020,0:00,忠清北,38,0,,,0,,30,8
25/03/2020,0:00,忠清南,123,3,,,4,,112,7
25/03/2020,0:00,全羅北,10,0,,,3,,1,6
25/03/2020,0:00,全羅南,8,2,,,0,,4,4
25/03/2020,0:00,慶尙北,1262,5,,,0,,1103,159
25/03/2020,0:00,慶尙南,90,0,,,2,,72,16
25/03/2020,0:00,濟州,6,2,,,1,,0,5
25/03/2020,0:00,隔離,101,34,,,101,,0,0
26/03/2020,0:00,首爾,360,13,,,68,,266,26
26/03/2020,0:00,釜山,112,0,,,2,,76,34
26/03/2020,0:00,大邱,6482,26,,,2,,5463,1017
26/03/2020,0:00,仁川,43,1,,,7,,34,2
26/03/2020,0:00,光州,19,0,,,4,,14,1
26/03/2020,0:00,大田,30,6,,,1,,18,11
26/03/2020,0:00,蔚山,37,0,,,6,,24,7
26/03/2020,0:00,世宗,44,0,,,0,,42,2
26/03/2020,0:00,京畿,401,14,,,47,,309,45
26/03/2020,0:00,江原,31,0,,,2,,22,7
26/03/2020,0:00,忠清北,39,1,,,0,,26,13
26/03/2020,0:00,忠清南,124,1,,,5,,112,7
26/03/2020,0:00,全羅北,10,0,,,3,,1,6
26/03/2020,0:00,全羅南,8,0,,,1,,4,3
26/03/2020,0:00,慶尙北,1274,12,,,1,,1115,158
26/03/2020,0:00,慶尙南,90,0,,,2,,72,16
26/03/2020,0:00,濟州,6,0,,,2,,0,4
26/03/2020,0:00,隔離,131,30,,,131,,0,0
27/03/2020,0:00,首爾,372,12,,,74,,268,30
27/03/2020,0:00,釜山,113,1,,,2,,76,35
27/03/2020,0:00,大邱,6516,34,,,2,,5487,1027
27/03/2020,0:00,仁川,46,3,,,8,,34,4
27/03/2020,0:00,光州,20,1,,,4,,14,2
27/03/2020,0:00,大田,31,1,,,2,,18,11
27/03/2020,0:00,蔚山,39,2,,,7,,24,8
27/03/2020,0:00,世宗,44,0,,,0,,42,2
27/03/2020,0:00,京畿,412,11,,,49,,315,48
27/03/2020,0:00,江原,31,0,,,2,,22,7
27/03/2020,0:00,忠清北,41,2,,,1,,28,12
27/03/2020,0:00,忠清南,124,0,,,5,,112,7
27/03/2020,0:00,全羅北,10,0,,,3,,1,6
27/03/2020,0:00,全羅南,8,0,,,1,,4,3
27/03/2020,0:00,慶尙北,1283,9,,,1,,1117,165
27/03/2020,0:00,慶尙南,91,1,,,2,,73,16
27/03/2020,0:00,濟州,7,1,,,2,,0,5
27/03/2020,0:00,隔離,144,13,,,144,,0,0
28/03/2020,0:00,首爾,390,18,,,83,,272,35
28/03/2020,0:00,釜山,114,1,,,4,,76,34
28/03/2020,0:00,大邱,6587,71,,,2,,5562,1023
28/03/2020,0:00,仁川,51,5,,,14,,34,3
28/03/2020,0:00,光州,20,0,,,5,,14,1
28/03/2020,0:00,大田,31,0,,,3,,18,10
28/03/2020,0:00,蔚山,39,0,,,8,,24,7
28/03/2020,0:00,世宗,44,0,,,0,,42,2
28/03/2020,0:00,京畿,433,21,,,55,,333,45
28/03/2020,0:00,江原,32,1,,,3,,22,7
28/03/2020,0:00,忠清北,41,0,,,2,,27,12
28/03/2020,0:00,忠清南,126,2,,,5,,113,8
28/03/2020,0:00,全羅北,10,0,,,3,,1,6
28/03/2020,0:00,全羅南,8,0,,,1,,4,3
28/03/2020,0:00,慶尙北,1285,2,,,1,,1120,164
28/03/2020,0:00,慶尙南,91,0,,,3,,72,16
28/03/2020,0:00,濟州,8,1,,,3,,0,5
28/03/2020,0:00,隔離,168,24,,,168,,0,0
29/03/2020,0:00,首爾,410,20,,,92,,281,37
29/03/2020,0:00,釜山,117,3,,,5,,76,36
29/03/2020,0:00,大邱,6610,23,,,3,,5584,1023
29/03/2020,0:00,仁川,58,7,,,15,,36,7
29/03/2020,0:00,光州,20,0,,,5,,14,1
29/03/2020,0:00,大田,34,3,,,4,,20,10
29/03/2020,0:00,蔚山,39,0,,,8,,24,7
29/03/2020,0:00,世宗,46,2,,,0,,42,4
29/03/2020,0:00,京畿,448,15,,,64,,335,49
29/03/2020,0:00,江原,34,2,,,4,,22,8
29/03/2020,0:00,忠清北,41,0,,,2,,27,12
29/03/2020,0:00,忠清南,127,1,,,7,,113,7
29/03/2020,0:00,全羅北,12,2,,,3,,1,8
29/03/2020,0:00,全羅南,9,1,,,1,,6,2
29/03/2020,0:00,慶尙北,1287,2,,,1,,1121,165
29/03/2020,0:00,慶尙南,94,3,,,5,,72,17
29/03/2020,0:00,濟州,8,0,,,4,,0,4
29/03/2020,0:00,隔離,189,21,,,189,,0,0
30/03/2020,0:00,首爾,426,16,,,109,,284,33
30/03/2020,0:00,釜山,118,1,,,8,,80,30
30/03/2020,0:00,大邱,6624,14,,,4,,5871,749
30/03/2020,0:00,仁川,58,0,,,19,,36,3
30/03/2020,0:00,光州,20,0,,,5,,14,1
30/03/2020,0:00,大田,34,0,,,4,,21,9
30/03/2020,0:00,蔚山,39,0,,,8,,24,7
30/03/2020,0:00,世宗,46,0,,,3,,42,1
30/03/2020,0:00,京畿,463,15,,,79,,342,42
30/03/2020,0:00,江原,36,2,,,5,,23,8
30/03/2020,0:00,忠清北,44,3,,,3,,32,9
30/03/2020,0:00,忠清南,127,0,,,7,,113,7
30/03/2020,0:00,全羅北,13,1,,,5,,1,7
30/03/2020,0:00,全羅南,9,0,,,2,,6,1
30/03/2020,0:00,慶尙北,1298,11,,,2,,1162,134
30/03/2020,0:00,慶尙南,95,1,,,6,,72,17
30/03/2020,0:00,濟州,9,1,,,5,,0,4
30/03/2020,0:00,隔離,202,13,,,202,,0,0
31/03/2020,0:00,首爾,450,24,,,119,,293,38
31/03/2020,0:00,釜山,119,1,,,8,,80,31
31/03/2020,0:00,大邱,6684,60,,,5,,5930,749
31/03/2020,0:00,仁川,64,6,,,21,,36,7
31/03/2020,0:00,光州,20,0,,,5,,14,1
31/03/2020,0:00,大田,36,2,,,4,,21,11
31/03/2020,0:00,蔚山,39,0,,,8,,24,7
31/03/2020,0:00,世宗,46,0,,,3,,42,1
31/03/2020,0:00,京畿,476,13,,,86,,348,42
31/03/2020,0:00,江原,36,0,,,6,,22,8
31/03/2020,0:00,忠清北,44,0,,,4,,32,8
31/03/2020,0:00,忠清南,128,1,,,7,,113,8
31/03/2020,0:00,全羅北,13,0,,,6,,1,6
31/03/2020,0:00,全羅南,9,0,,,2,,6,1
31/03/2020,0:00,慶尙北,1300,2,,,5,,1162,133
31/03/2020,0:00,慶尙南,96,1,,,7,,72,17
31/03/2020,0:00,濟州,9,0,,,5,,0,4
31/03/2020,0:00,隔離,217,15,,,217,,0,0
01/04/2020,0:00,首爾,474,24,,,127,,310,37
01/04/2020,0:00,釜山,122,3,,,12,,80,30
01/04/2020,0:00,大邱,6704,20,,,5,,5961,738
01/04/2020,0:00,仁川,69,5,,,25,,40,4
01/04/2020,0:00,光州,24,4,,,6,,15,3
01/04/2020,0:00,大田,36,0,,,6,,21,9
01/04/2020,0:00,蔚山,39,0,,,8,,24,7
01/04/2020,0:00,世宗,46,0,,,3,,42,1
01/04/2020,0:00,京畿,499,23,,,96,,359,44
01/04/2020,0:00,江原,38,2,,,7,,23,8
01/04/2020,0:00,忠清北,44,0,,,4,,31,9
01/04/2020,0:00,忠清南,131,3,,,8,,114,9
01/04/2020,0:00,全羅北,14,1,,,6,,1,7
01/04/2020,0:00,全羅南,12,3,,,4,,6,2
01/04/2020,0:00,慶尙北,1302,2,,,5,,1164,133
01/04/2020,0:00,慶尙南,100,4,,,9,,72,19
01/04/2020,0:00,濟州,9,0,,,5,,0,4
01/04/2020,0:00,隔離,224,7,,,224,,0,0
02/04/2020,0:00,首爾,488,14,,,134,,314,40
02/04/2020,0:00,釜山,122,0,,,12,,80,30
02/04/2020,0:00,大邱,6725,21,,,6,,5979,740
02/04/2020,0:00,仁川,73,4,,,27,,43,3
02/04/2020,0:00,光州,25,1,,,8,,16,1
02/04/2020,0:00,大田,36,0,,,6,,21,9
02/04/2020,0:00,蔚山,40,1,,,8,,24,8
02/04/2020,0:00,世宗,46,0,,,3,,42,1
02/04/2020,0:00,京畿,516,17,,,102,,371,43
02/04/2020,0:00,江原,39,1,,,8,,23,8
02/04/2020,0:00,忠清北,44,0,,,4,,32,8
02/04/2020,0:00,忠清南,133,2,,,8,,117,8
02/04/2020,0:00,全羅北,14,0,,,6,,3,5
02/04/2020,0:00,全羅南,14,2,,,5,,7,2
02/04/2020,0:00,慶尙北,1304,2,,,7,,1164,133
02/04/2020,0:00,慶尙南,106,6,,,10,,76,20
02/04/2020,0:00,濟州,9,0,,,5,,0,4
02/04/2020,0:00,隔離,242,18,,,242,,0,0
03/04/2020,0:00,首爾,506,18,,,148,,319,39
03/04/2020,0:00,釜山,122,0,,,12,,80,30
03/04/2020,0:00,大邱,6734,9,,,7,,5986,741
03/04/2020,0:00,仁川,74,1,,,27,,43,4
03/04/2020,0:00,光州,26,1,,,9,,16,1
03/04/2020,0:00,大田,36,0,,,6,,21,9
03/04/2020,0:00,蔚山,40,0,,,9,,24,7
03/04/2020,0:00,世宗,46,0,,,3,,42,1
03/04/2020,0:00,京畿,539,23,,,107,,389,43
03/04/2020,0:00,江原,41,2,,,8,,25,8
03/04/2020,0:00,忠清北,45,1,,,4,,32,9
03/04/2020,0:00,忠清南,134,1,,,8,,119,7
03/04/2020,0:00,全羅北,15,1,,,6,,3,6
03/04/2020,0:00,全羅南,15,1,,,6,,7,2
03/04/2020,0:00,慶尙北,1309,5,,,7,,1168,134
03/04/2020,0:00,慶尙南,107,1,,,11,,78,18
03/04/2020,0:00,濟州,9,0,,,5,,0,4
03/04/2020,0:00,隔離,264,22,,,264,,0,0
04/04/2020,0:00,首爾,528,22,,,162,,321,45
04/04/2020,0:00,釜山,122,0,,,12,,80,30
04/04/2020,0:00,大邱,6761,27,,,8,,6010,743
04/04/2020,0:00,仁川,77,3,,,29,,44,4
04/04/2020,0:00,光州,26,0,,,10,,16,0
04/04/2020,0:00,大田,36,0,,,6,,21,9
04/04/2020,0:00,蔚山,40,0,,,9,,24,7
04/04/2020,0:00,世宗,46,0,,,3,,42,1
04/04/2020,0:00,京畿,562,23,,,110,,408,44
04/04/2020,0:00,江原,42,1,,,8,,26,8
04/04/2020,0:00,忠清北,45,0,,,5,,32,8
04/04/2020,0:00,忠清南,135,1,,,8,,119,8
04/04/2020,0:00,全羅北,15,0,,,7,,3,5
04/04/2020,0:00,全羅南,15,0,,,7,,7,1
04/04/2020,0:00,慶尙北,1310,1,,,8,,1167,135
04/04/2020,0:00,慶尙南,108,1,,,12,,79,17
04/04/2020,0:00,濟州,9,0,,,5,,0,4
04/04/2020,0:00,隔離,279,15,,,279,,0,0
05/04/2020,0:00,首爾,552,24,,,179,,334,39
05/04/2020,0:00,釜山,122,0,,,12,,80,30
05/04/2020,0:00,大邱,6768,7,,,10,,6041,717
05/04/2020,0:00,仁川,79,2,,,31,,44,4
05/04/2020,0:00,光州,27,1,,,11,,16,0
05/04/2020,0:00,大田,37,1,,,6,,22,9
05/04/2020,0:00,蔚山,40,0,,,9,,24,7
05/04/2020,0:00,世宗,46,0,,,3,,42,1
05/04/2020,0:00,京畿,572,10,,,114,,411,47
05/04/2020,0:00,江原,45,3,,,9,,28,8
05/04/2020,0:00,忠清北,45,0,,,5,,32,8
05/04/2020,0:00,忠清南,135,0,,,8,,119,8
05/04/2020,0:00,全羅北,16,1,,,7,,3,6
05/04/2020,0:00,全羅南,15,0,,,7,,7,1
05/04/2020,0:00,慶尙北,1314,4,,,9,,1172,133
05/04/2020,0:00,慶尙南,109,1,,,12,,80,17
05/04/2020,0:00,濟州,12,3,,,6,,1,5
05/04/2020,0:00,隔離,303,24,,,303,,0,0
07/04/2020,0:00,首爾,567,4,,,58,,340,27
07/04/2020,0:00,釜山,123,1,,,0,,80,31
07/04/2020,0:00,大邱,6794,13,,,4,,6067,715
07/04/2020,0:00,仁川,80,0,,,4,,45,4
07/04/2020,0:00,光州,27,0,,,6,,16,0
07/04/2020,0:00,大田,39,0,,,0,,21,9
07/04/2020,0:00,蔚山,40,0,,,3,,24,7
07/04/2020,0:00,世宗,46,0,,,0,,42,1
07/04/2020,0:00,京畿,590,10,,,38,,421,44
07/04/2020,0:00,江原,47,2,,,0,,28,9
07/04/2020,0:00,忠清北,45,0,,,2,,32,8
07/04/2020,0:00,忠清南,137,1,,,1,,120,9
07/04/2020,0:00,全羅北,16,0,,,0,,4,5
07/04/2020,0:00,全羅南,15,0,,,1,,7,1
07/04/2020,0:00,慶尙北,1317,1,,,1,,1175,133
07/04/2020,0:00,慶尙南,112,1,,,0,,81,18
07/04/2020,0:00,濟州,12,0,,,1,,1,4
07/04/2020,0:00,隔離,324,14,,,0,,0,0
08/04/2020,0:00,首爾,578,11,,,207,,341,30
08/04/2020,0:00,釜山,125,2,,,15,,81,29
08/04/2020,0:00,大邱,6803,9,,,12,,6075,716
08/04/2020,0:00,仁川,84,4,,,31,,45,8
08/04/2020,0:00,光州,27,0,,,11,,16,0
08/04/2020,0:00,大田,39,0,,,9,,21,9
08/04/2020,0:00,蔚山,40,0,,,9,,24,7
08/04/2020,0:00,世宗,46,0,,,3,,42,1
08/04/2020,0:00,京畿,596,6,,,128,,423,45
08/04/2020,0:00,江原,49,2,,,12,,30,7
08/04/2020,0:00,忠清北,45,0,,,5,,32,8
08/04/2020,0:00,忠清南,137,0,,,8,,120,9
08/04/2020,0:00,全羅北,17,1,,,8,,4,5
08/04/2020,0:00,全羅南,15,0,,,7,,7,1
08/04/2020,0:00,慶尙北,1320,3,,,9,,1175,136
08/04/2020,0:00,慶尙南,113,1,,,13,,83,17
08/04/2020,0:00,濟州,12,0,,,7,,1,4
08/04/2020,0:00,隔離,338,14,,,338,,0,0
09/04/2020,0:00,首爾,590,12,,,217,,347,26
09/04/2020,0:00,釜山,125,0,,,15,,81,29
09/04/2020,0:00,大邱,6807,4,,,12,,6079,716
09/04/2020,0:00,仁川,84,0,,,33,,46,5
09/04/2020,0:00,光州,27,0,,,11,,16,0
09/04/2020,0:00,大田,39,0,,,9,,21,9
09/04/2020,0:00,蔚山,40,0,,,9,,24,7
09/04/2020,0:00,世宗,46,0,,,3,,42,1
09/04/2020,0:00,京畿,606,10,,,134,,429,43
09/04/2020,0:00,江原,49,0,,,12,,30,7
09/04/2020,0:00,忠清北,45,0,,,5,,32,8
09/04/2020,0:00,忠清南,138,1,,,8,,120,10
09/04/2020,0:00,全羅北,17,0,,,8,,4,5
09/04/2020,0:00,全羅南,15,0,,,7,,7,1
09/04/2020,0:00,慶尙北,1320,0,,,9,,1178,133
09/04/2020,0:00,慶尙南,115,2,,,14,,84,17
09/04/2020,0:00,濟州,12,0,,,7,,1,4
09/04/2020,0:00,隔離,348,10,,,348,,0,0
10/04/2020,0:00,首爾,595,5,,,218,,350,27
10/04/2020,0:00,釜山,126,1,,,15,,81,30
10/04/2020,0:00,大邱,6807,0,,,12,,6079,716
10/04/2020,0:00,仁川,85,1,,,34,,47,4
10/04/2020,0:00,光州,27,0,,,11,,16,0
10/04/2020,0:00,大田,39,0,,,9,,21,9
10/04/2020,0:00,蔚山,40,0,,,9,,24,7
10/04/2020,0:00,世宗,46,0,,,3,,42,1
10/04/2020,0:00,京畿,615,9,,,135,,433,47
10/04/2020,0:00,江原,49,0,,,12,,30,7
10/04/2020,0:00,忠清北,45,0,,,5,,32,8
10/04/2020,0:00,忠清南,138,0,,,9,,120,9
10/04/2020,0:00,全羅北,17,0,,,8,,4,5
10/04/2020,0:00,全羅南,15,0,,,7,,7,1
10/04/2020,0:00,慶尙北,1327,7,,,9,,1181,137
10/04/2020,0:00,慶尙南,115,0,,,14,,84,17
10/04/2020,0:00,濟州,12,0,,,7,,1,4
10/04/2020,0:00,隔離,352,4,,,352,,0,0
11/04/2020,0:00,首爾,599,4,,,222,,349,28
11/04/2020,0:00,釜山,126,0,,,15,,81,30
11/04/2020,0:00,大邱,6814,7,,,13,,6085,716
11/04/2020,0:00,仁川,85,0,,,34,,47,4
11/04/2020,0:00,光州,27,0,,,11,,16,0
11/04/2020,0:00,大田,39,0,,,9,,21,9
11/04/2020,0:00,蔚山,41,1,,,10,,24,7
11/04/2020,0:00,世宗,46,0,,,3,,42,1
11/04/2020,0:00,京畿,624,9,,,140,,439,45
11/04/2020,0:00,江原,49,0,,,12,,30,7
11/04/2020,0:00,忠清北,45,0,,,5,,32,8
11/04/2020,0:00,忠清南,138,0,,,9,,120,9
11/04/2020,0:00,全羅北,17,0,,,8,,4,5
11/04/2020,0:00,全羅南,15,0,,,7,,7,1
11/04/2020,0:00,慶尙北,1330,3,,,9,,1185,136
11/04/2020,0:00,慶尙南,115,0,,,14,,84,17
11/04/2020,0:00,濟州,12,0,,,7,,1,4
11/04/2020,0:00,隔離,358,6,,,358,,0,0
12/04/2020,0:00,首爾,602,3,,,225,,350,27
12/04/2020,0:00,釜山,126,0,,,15,,81,30
12/04/2020,0:00,大邱,6816,2,,,14,,6085,717
12/04/2020,0:00,仁川,86,1,,,35,,47,4
12/04/2020,0:00,光州,27,0,,,11,,16,0
12/04/2020,0:00,大田,39,0,,,9,,21,9
12/04/2020,0:00,蔚山,41,0,,,10,,24,7
12/04/2020,0:00,世宗,46,0,,,3,,42,1
12/04/2020,0:00,京畿,628,4,,,143,,440,45
12/04/2020,0:00,江原,49,0,,,12,,30,7
12/04/2020,0:00,忠清北,45,0,,,5,,32,8
12/04/2020,0:00,忠清南,139,1,,,9,,120,10
12/04/2020,0:00,全羅北,17,0,,,8,,4,5
12/04/2020,0:00,全羅南,15,0,,,7,,7,1
12/04/2020,0:00,慶尙北,1333,3,,,9,,1190,134
12/04/2020,0:00,慶尙南,115,0,,,14,,84,17
12/04/2020,0:00,濟州,12,0,,,7,,1,4
12/04/2020,0:00,隔離,376,18,,,376,,0,0
13/04/2020,0:00,首爾,610,8,,,233,,355,22
13/04/2020,0:00,釜山,126,0,,,16,,81,29
13/04/2020,0:00,大邱,6819,3,,,14,,6088,717
13/04/2020,0:00,仁川,87,1,,,36,,47,4
13/04/2020,0:00,光州,27,0,,,11,,16,0
13/04/2020,0:00,大田,39,0,,,9,,21,9
13/04/2020,0:00,蔚山,41,0,,,10,,24,7
13/04/2020,0:00,世宗,46,0,,,3,,42,1
13/04/2020,0:00,京畿,631,3,,,143,,442,46
13/04/2020,0:00,江原,49,0,,,12,,30,7
13/04/2020,0:00,忠清北,45,0,,,5,,32,8
13/04/2020,0:00,忠清南,139,0,,,10,,120,9
13/04/2020,0:00,全羅北,17,0,,,8,,4,5
13/04/2020,0:00,全羅南,15,0,,,7,,7,1
13/04/2020,0:00,慶尙北,1337,4,,,9,,1194,134
13/04/2020,0:00,慶尙南,115,0,,,14,,84,17
13/04/2020,0:00,濟州,12,0,,,7,,1,4
13/04/2020,0:00,隔離,382,6,,,382,,0,0
